"term","hazard.ratio","confint.low","confint.high","p.value","padj.FDR","samples.with.microbe","samples.without.microbe","pass.prevalence.split"
"Oscillatoria.nigro.viridis",0.670649831634761,0.381468818770033,1.17905101161853,0.165198070011217,0.937863904619564,40,458,"Yes"
"Flavisolibacter.ginsenosidimutans",1.45654132699122,0.856003403373417,2.47839275973985,0.165545352831199,0.937863904619564,32,466,"Yes"
"Candidatus.Kinetoplastibacterium.desouzaii",0.373067903309924,0.092516185609076,1.50438174211118,0.16576703961123,0.937863904619564,11,487,"Yes"
"Streptomyces.sp..SAT1",0.720953074867112,0.453556879014441,1.14599372252889,0.166461572391716,0.937863904619564,59,439,"Yes"
"Streptomyces.fulvissimus",0.820795622005766,0.620353695633596,1.08600215948701,0.166842826885886,0.937863904619564,213,285,"Yes"
"Croceibacter.atlanticus",1.51719047465664,0.840025331552978,2.74023514521083,0.166963647086041,0.937863904619564,21,477,"Yes"
"Auricoccus.indicus",1.47287106274836,0.850099751537496,2.55187601638278,0.167331472581413,0.937863904619564,31,467,"Yes"
"Parageobacillus.genomosp..1",1.33108833955375,0.886608495293013,1.99839746303175,0.167751541314783,0.937863904619564,50,448,"Yes"
"Xenorhabdus.bovienii",0.679143197443949,0.391827434708458,1.17713932659559,0.167955726233807,0.937863904619564,30,468,"Yes"
"Capnocytophaga.gingivalis",0.745646369207326,0.491246344871753,1.13179164326855,0.168048241301771,0.937863904619564,79,419,"Yes"
"Geobacter.anodireducens",1.56901663699014,0.82675028612917,2.97769864547374,0.168214331776359,0.937863904619564,18,480,"Yes"
"Pigmentiphaga.aceris",0.663477402542153,0.370041937066134,1.18960101434506,0.168461873713962,0.937863904619564,39,459,"Yes"
"Tenacibaculum.jejuense",0.625144109290263,0.320340992056798,1.21996612069874,0.16847461259796,0.937863904619564,31,467,"Yes"
"Anoxybacter.fermentans",0.534729142342877,0.219180635116109,1.30456440880043,0.168917991188718,0.937863904619564,18,480,"Yes"
"Bifidobacterium.longum",1.29216962504673,0.896582367717579,1.86229665004894,0.1692693197643,0.937863904619564,74,424,"Yes"
"Halorientalis.sp..IM1011",1.87098712974016,0.764700236958716,4.57773212360377,0.169969090119356,0.937863904619564,12,486,"Yes"
"Gramella.sp..MAR_2010_102",0.447761392712082,0.142035250652752,1.4115528636875,0.170196127308716,0.937863904619564,11,487,"Yes"
"Clostridium.scatologenes",1.37326626871979,0.872740474342261,2.16084884366667,0.170238687917176,0.937863904619564,42,456,"Yes"
"Streptomyces.pactum",0.640439414113422,0.338620139854336,1.21127657476718,0.170542991027443,0.937863904619564,29,469,"Yes"
"Oceanisphaera.avium",1.77863366089875,0.780502191384697,4.05320796610403,0.170604375777596,0.937863904619564,475,23,"Yes"
"Saimiriine.gammaherpesvirus.2",1.27445254670831,0.90000747081072,1.80468423484108,0.171817128838717,0.937863904619564,388,110,"Yes"
"Steroidobacter.denitrificans",0.625686766852652,0.319285674546106,1.22612431882845,0.171919101275769,0.937863904619564,31,467,"Yes"
"Clostridium.septicum",0.537473623844368,0.220537473109143,1.30988122905278,0.171923275830827,0.937863904619564,20,478,"Yes"
"Y73.sarcoma.virus",1.2791817148676,0.898464055947346,1.82122573387345,0.171947417809784,0.937863904619564,390,108,"Yes"
"Leptotrichia.sp..oral.taxon.212",1.26357866585833,0.903024218258347,1.76809327206277,0.172297477380459,0.937863904619564,386,112,"Yes"
"Mesorhizobium.sp..M7D.F.Ca.US.005.01.1.1",0.662916757185558,0.367063982882956,1.19722622608153,0.172847699321812,0.937863904619564,35,463,"Yes"
"Bradyrhizobium.sp..CCGE.LA001",1.30766800041284,0.88898205766899,1.92354343324713,0.173097043108526,0.937863904619564,62,436,"Yes"
"Saccharomonospora.cyanea",1.46002428668293,0.846810517367534,2.51729386206808,0.173296259405364,0.937863904619564,24,474,"Yes"
"Vitreoscilla.sp..C1",1.50204878748958,0.836295467551911,2.69779120841506,0.173316219576993,0.937863904619564,20,478,"Yes"
"Pseudomonas.fragi",1.29680139341644,0.89203337035028,1.88523648314464,0.173366276948799,0.937863904619564,65,433,"Yes"
"Slackia.heliotrinireducens",0.539146749995648,0.221541281062397,1.31207699367325,0.173386732941012,0.937863904619564,20,478,"Yes"
"Legionella.anisa",0.379901823185404,0.094113512038261,1.53352469941744,0.174016635026491,0.937863904619564,11,487,"Yes"
"Bathycoccus.prasinos",0.588852575613838,0.274378095031689,1.26375742847476,0.174092358906827,0.937863904619564,487,11,"Yes"
"Sneathia.amnii",0.682694771228733,0.393656588135046,1.18395618087094,0.174198627806485,0.937863904619564,38,460,"Yes"
"Corynebacterium.doosanense",0.724797564373827,0.455578632867556,1.15310831417977,0.174267236469946,0.937863904619564,68,430,"Yes"
"Cyanothece.sp..PCC.7425",0.502759071735301,0.186419761915465,1.35590069215281,0.174312680050962,0.937863904619564,15,483,"Yes"
"Verminephrobacter.eiseniae",1.24877040434229,0.906305404761991,1.72064241763045,0.174331710501663,0.937863904619564,105,393,"Yes"
"Actinoalloteichus.fjordicus",1.21132710210469,0.918598389458264,1.59733934343024,0.174344705081991,0.937863904619564,178,320,"Yes"
"Silicimonas.algicola",1.53305693342912,0.827559835506319,2.83999230061373,0.174379565542601,0.937863904619564,20,478,"Yes"
"Bartonella.quintana",0.828598262611483,0.631692376764634,1.08688201101813,0.174414520054505,0.937863904619564,247,251,"Yes"
"Limnohabitans.sp..63ED37.2",0.664499220467782,0.368274361840741,1.19899525939099,0.174689327423241,0.937863904619564,37,461,"Yes"
"X.Clostridium..hylemonae",0.62448248379862,0.316402864959569,1.23253742541531,0.174697118289098,0.937863904619564,32,466,"Yes"
"Actinoalloteichus.hymeniacidonis",0.561854098666963,0.244345415794625,1.29194168493915,0.174771238313239,0.937863904619564,12,486,"Yes"
"Halioglobus.pacificus",0.587557469751388,0.272565468189681,1.26657196362236,0.174794940685365,0.937863904619564,15,483,"Yes"
"Mucilaginibacter.ginsenosidivorax",1.381762011259,0.865855938375285,2.20506226398483,0.175110278490415,0.937863904619564,38,460,"Yes"
"Curtobacterium.sp..MR_MD2014",1.47804721490063,0.840165901474003,2.60022879486392,0.175196931942367,0.937863904619564,21,477,"Yes"
"Sulfitobacter.sp..SK011",1.24786356152732,0.905975395346314,1.71877015224284,0.175256396903381,0.937863904619564,99,399,"Yes"
"Pseudomonas.sp..DR.5.09",1.50568366070351,0.83304098773574,2.72145466968152,0.175386026946277,0.937863904619564,21,477,"Yes"
"Paraburkholderia.dokdonella",1.22717961059926,0.912657923414226,1.65009228324754,0.175408648543538,0.937863904619564,344,154,"Yes"
"Euzebyella.marina",0.624997284593502,0.316675049557285,1.23350925908228,0.175430064793529,0.937863904619564,23,475,"Yes"
"Theileria.parva",1.21905642756878,0.915352314459343,1.62352631890653,0.175434377271205,0.937863904619564,172,326,"Yes"
"Neisseria.sp..KEM232",1.50512686542073,0.833057370464516,2.71938879761432,0.175492180000665,0.937863904619564,21,477,"Yes"
"Chitinophaga.pinensis",1.30561084952999,0.887488277409276,1.92072361269548,0.175753207726059,0.937863904619564,66,432,"Yes"
"Sphingomonas.sp..AE3",1.42344354834043,0.85359835826382,2.37370598911785,0.175972083654146,0.937863904619564,30,468,"Yes"
"Virgibacillus.necropolis",1.42556823782036,0.852672879784203,2.38338153923294,0.176322239547644,0.937863904619564,32,466,"Yes"
"Desulfovibrio.carbinolicus",1.45595772656835,0.844556506590954,2.50997166561498,0.176388039755151,0.937863904619564,25,473,"Yes"
"Methanocaldococcus.bathoardescens",0.613202751015506,0.30159435476659,1.24676608799257,0.176762020308023,0.937863904619564,27,471,"Yes"
"Luteimonas.sp..JM171",0.676748315007474,0.383715712160602,1.19356145018572,0.17741613814915,0.937863904619564,41,457,"Yes"
"Caulobacter.flavus",0.784574921263567,0.551458277176493,1.11623640908508,0.17743876483822,0.937863904619564,98,400,"Yes"
"Labrenzia.alexandrii",0.454684767619042,0.144484241333015,1.43087049492326,0.177839547922039,0.937863904619564,15,483,"Yes"
"Planctomycetes.bacterium.I41",0.505046718265728,0.186894861209202,1.36478973247672,0.178044759746078,0.937863904619564,15,483,"Yes"
"Pediococcus.acidilactici",0.541325849269194,0.221544695135602,1.32268423266761,0.178163992892894,0.937863904619564,15,483,"Yes"
"Treponema.caldarium",0.684806869151952,0.394621010951489,1.18838185251963,0.178215680967557,0.937863904619564,36,462,"Yes"
"Treponema.pedis",0.733103945131418,0.466484393539562,1.15211012803512,0.178281860101916,0.937863904619564,61,437,"Yes"
"Salinispora.arenicola",1.49513684609004,0.832244305325311,2.68603122212087,0.178422419681341,0.937863904619564,20,478,"Yes"
"Corynebacterium.imitans",1.32892809764301,0.878222152899543,2.0109375320063,0.178451411890297,0.937863904619564,57,441,"Yes"
"Luteimonas.sp..Gr.4",1.42580883021358,0.850328508598605,2.39075933566595,0.178572995286943,0.937863904619564,40,458,"Yes"
"Mycobacterium.ulcerans",1.28791018947867,0.890347411436295,1.86299486566393,0.17916323195381,0.937863904619564,406,92,"Yes"
"Mycobacterium.colombiense",0.727116310528465,0.456730427505604,1.1575715065098,0.179206747992334,0.937863904619564,52,446,"Yes"
"Ilyobacter.polytropus",0.571026584443901,0.252066764316162,1.29359124764534,0.179280345085002,0.937863904619564,30,468,"Yes"
"Streptomyces.sp..Go.475",0.658816231674507,0.358065287250883,1.21217789764045,0.179778405240116,0.937863904619564,37,461,"Yes"
"Nocardia.cyriacigeorgica",0.728275855379288,0.458228024014815,1.15747115787769,0.179812814936757,0.937863904619564,54,444,"Yes"
"Sinorhizobium.meliloti",0.735579437441463,0.469520631211966,1.15240326583738,0.180020588897968,0.937863904619564,63,435,"Yes"
"Streptomyces.griseoviridis",0.805130188037097,0.586455525041935,1.10534318803169,0.180071893326025,0.937863904619564,133,365,"Yes"
"Massilia.oculi",0.826551504535676,0.625619891705767,1.09201673205669,0.180077640051949,0.937863904619564,202,296,"Yes"
"Melittangium.boletus",1.30474737245355,0.884023270253023,1.92570236916635,0.180469324402097,0.937863904619564,61,437,"Yes"
"Pluralibacter.gergoviae",0.658931819654534,0.357774420431055,1.21358911693606,0.180666961009481,0.937863904619564,34,464,"Yes"
"Dechloromonas.sp..HYN0024",1.55432023615626,0.81463353535618,2.96564196251577,0.180897796309638,0.937863904619564,16,482,"Yes"
"Streptomyces.nigra",0.824428001032072,0.621263330068324,1.09403130040041,0.181087049457509,0.937863904619564,195,303,"Yes"
"Desulfovibrio.ferrophilus",0.774720234754147,0.532767151840925,1.12655489375352,0.181492114453168,0.937863904619564,95,403,"Yes"
"Methylobacterium.sp..XJLW",0.658826891218925,0.357216343034494,1.21509802408811,0.181500768071923,0.937863904619564,36,462,"Yes"
"Sphingobium.sp..SCG.1",0.617117895393035,0.303965207692834,1.25288844636184,0.181558032799413,0.937863904619564,32,466,"Yes"
"Clostridium.botulinum",0.631328610984574,0.321370375000115,1.24023819883077,0.181872079083763,0.937863904619564,484,14,"Yes"
"Tessaracoccus.flavescens",0.679918905985581,0.385853894281112,1.19809525203296,0.18197970467867,0.937863904619564,37,461,"Yes"
"Chelativorans.sp..BNC1",0.598516856605724,0.281444217705342,1.27280080778294,0.182412249727072,0.937863904619564,29,469,"Yes"
"Streptococcus.equi",0.633442300678772,0.323561420142792,1.24010195069653,0.182820118241815,0.937863904619564,35,463,"Yes"
"Vibrio.rotiferianus",1.40484339409363,0.85192246036422,2.31662510821084,0.182863359433738,0.937863904619564,32,466,"Yes"
"Delftia.tsuruhatensis",1.21669297305923,0.911307974849304,1.62441439288019,0.183477221720489,0.937863904619564,305,193,"Yes"
"Lactobacillus.gasseri",1.46620038158616,0.834206102828658,2.57699332535926,0.183532553419202,0.937863904619564,25,473,"Yes"
"Sphingopyxis.sp..LPB0140",0.574713099033493,0.254042509749309,1.30015699548323,0.183590083284119,0.937863904619564,21,477,"Yes"
"Mycoplasma.californicum",0.660402164380876,0.358265044008325,1.21734181442723,0.183623133660833,0.937863904619564,36,462,"Yes"
"Thioclava.nitratireducens",0.633700217706492,0.323104228945123,1.24286818291524,0.184397535944585,0.937863904619564,34,464,"Yes"
"Ndongobacter.massiliensis",0.510582087898479,0.189005047346827,1.37929686081025,0.184924334723699,0.937863904619564,15,483,"Yes"
"Staphylococcus.sp..M0911",0.690093978085654,0.398757343190509,1.19428446076932,0.185004594500306,0.937863904619564,50,448,"Yes"
"Caulobacteraceae.bacterium.OTSz_A_272",0.740335988400912,0.474613252985602,1.15482947910471,0.185047842271453,0.937863904619564,60,438,"Yes"
"Nocardioides.sp..78",1.23716930328527,0.903111885003428,1.69479320381833,0.185057771193173,0.937863904619564,111,387,"Yes"
"Lachnoclostridium.phocaeense",1.34278155374476,0.867453327518421,2.07856981335851,0.186125721621842,0.937863904619564,47,451,"Yes"
"Candidatus.Cloacimonas.acidaminovorans",1.62034604578857,0.7922309222094,3.31408587382644,0.18616356850188,0.937863904619564,14,484,"Yes"
"Clostridium.cellulovorans",0.65007546458886,0.343292008181516,1.23101645126843,0.186175888586319,0.937863904619564,31,467,"Yes"
"Anaerococcus.mediterraneensis",0.757163732892613,0.501250661411336,1.14373299138137,0.186228816467508,0.937863904619564,82,416,"Yes"
"Thermoactinomyces.vulgaris",0.617702919762264,0.302280653359213,1.26226039557154,0.186429938136763,0.937863904619564,22,476,"Yes"
"Desulfobacula.toluolica",0.620538003649075,0.305725689057949,1.25951932648941,0.186454785748363,0.937863904619564,27,471,"Yes"
"Acidianus.brierleyi",0.389827518916011,0.0963589304252582,1.57707743157326,0.186471753582051,0.937863904619564,12,486,"Yes"
"Sphaerochaeta.pleomorpha",0.512636078381716,0.19020989521326,1.38160924048637,0.186522581332837,0.937863904619564,15,483,"Yes"
"Pandoraea.norimbergensis",1.5092063295669,0.819143436481704,2.78059207186931,0.186800022057867,0.937863904619564,21,477,"Yes"
"Desulfotomaculum.reducens",0.54876760332122,0.225002381808045,1.33841197606446,0.187108125365457,0.937863904619564,15,483,"Yes"
"Microbacterium.sp..XT11",1.66632952659656,0.780040128162365,3.55962980744184,0.187328393192114,0.937863904619564,15,483,"Yes"
"Phaeobacter.piscinae",0.740063089122902,0.472998130580724,1.15791869031216,0.187508694106272,0.937863904619564,62,436,"Yes"
"Dehalococcoides.sp..UCH007",1.53789557149236,0.810858999348567,2.91681141939095,0.187515374242698,0.937863904619564,20,478,"Yes"
"Rhizobium.sp..CIAT894",0.633455474096439,0.321244991740094,1.24909601077109,0.187528812496935,0.937863904619564,27,471,"Yes"
"Sphingorhabdus.sp..SMR4y",1.44743585075881,0.835131128614095,2.50867255485812,0.187543399045349,0.937863904619564,26,472,"Yes"
"Streptococcus.infantarius",0.62742977668793,0.313638167264959,1.25516651276086,0.187650953107596,0.937863904619564,21,477,"Yes"
"X.Clostridium..hiranonis",0.651960789332882,0.344881675907898,1.23246000156026,0.187958552727049,0.937863904619564,36,462,"Yes"
"Actinomyces.hongkongensis",0.662034719556952,0.358168471555128,1.22369779784314,0.188215414773634,0.937863904619564,31,467,"Yes"
"Prevotella.enoeca",1.34560781100663,0.863909469542566,2.09589134611616,0.189203228270368,0.937863904619564,46,452,"Yes"
"Capnocytophaga.leadbetteri",0.729013027355661,0.454747100097674,1.1686935308441,0.189323740590047,0.937863904619564,55,443,"Yes"
"Mycoplasma.citelli",1.34132624844067,0.864648332164144,2.08079520636184,0.189925375059335,0.937863904619564,48,450,"Yes"
"Herbaspirillum.sp..meg3",1.7358065625572,0.76094090743604,3.9596036869261,0.189972113125499,0.937863904619564,12,486,"Yes"
"Vibrio.gazogenes",1.33479329768418,0.866656079031669,2.05580182340994,0.190026559266054,0.937863904619564,49,449,"Yes"
"Rhizobium.tropici",0.76473370547853,0.512008281172853,1.14220347951265,0.190059577183466,0.937863904619564,71,427,"Yes"
"Serratia.rubidaea",1.31792850357715,0.87208892510169,1.9916954458957,0.19008268380117,0.937863904619564,432,66,"Yes"
"Methylovulum.psychrotolerans",1.61307370757789,0.788831730224724,3.29855745703562,0.190177013297409,0.937863904619564,16,482,"Yes"
"Cellulomonas.sp..Y8",0.723229094691366,0.445348376909945,1.17449697928025,0.190260731712929,0.937863904619564,47,451,"Yes"
"Candidatus.Syntrophocurvum.alkaliphilum",0.580467720291362,0.256923078614945,1.31145390331101,0.190885550633721,0.937863904619564,23,475,"Yes"
"Enterobacter.hormaechei",0.806283219573483,0.58388916262979,1.11338362102461,0.190981583701379,0.937863904619564,123,375,"Yes"
"Psychrobacter.urativorans",1.56834195281845,0.798580665532448,3.08008519005453,0.191274778771952,0.937863904619564,17,481,"Yes"
"Nitrosomonas.sp..AL212",1.20268178103264,0.911667061858841,1.58659177998447,0.191660401713509,0.937863904619564,194,304,"Yes"
"Thermomonas.sp..SY21",1.40925867774731,0.841720235361193,2.35946569581265,0.192003181954758,0.937863904619564,30,468,"Yes"
"Nostoc.sphaeroides",1.47926727117737,0.821465726650321,2.66381370346328,0.192007959349591,0.937863904619564,23,475,"Yes"
"Acinetobacter.cumulans",1.65887267308721,0.775453398577568,3.54870911722524,0.192058047329339,0.937863904619564,13,485,"Yes"
"Stackebrandtia.nassauensis",1.36069450821117,0.855986232425068,2.16298986425359,0.19277814159863,0.937863904619564,43,455,"Yes"
"Cronobacter.dublinensis",1.24000706436682,0.897059447549911,1.71406423942051,0.192811942764895,0.937863904619564,367,131,"Yes"
"Roseburia.hominis",1.31536557676509,0.870688603313971,1.98714740718233,0.192859663783169,0.937863904619564,58,440,"Yes"
"Polaromonas.naphthalenivorans",0.764597104641393,0.510465226582623,1.14524692766977,0.192896038453066,0.937863904619564,82,416,"Yes"
"Paenibacillus.durus",0.678792062861529,0.378580573788388,1.21706895838072,0.193414595339695,0.937863904619564,39,459,"Yes"
"Sulfurihydrogenibium.azorense",1.20021616485699,0.911617184211155,1.58017956147956,0.193415527485867,0.937863904619564,271,227,"Yes"
"Archaeoglobus.fulgidus",0.636024086471005,0.321402594514643,1.25862903870506,0.193793785986679,0.937863904619564,19,479,"Yes"
"Staphylococcus.cohnii",1.20095719967483,0.911097191261814,1.58303439993412,0.193831272580904,0.937863904619564,282,216,"Yes"
"Geovibrio.thiophilus",0.51732666102759,0.191222151194271,1.3995600014878,0.194302951614457,0.937863904619564,18,480,"Yes"
"Thioploca.ingrica",0.546860638029763,0.219692521361336,1.3612505130953,0.19457848419309,0.937863904619564,14,484,"Yes"
"Orpheovirus.IHUMI.LCC2",0.397209102619595,0.0983829271715376,1.60368344122118,0.194746479918963,0.937863904619564,11,487,"Yes"
"Sphingopyxis.granuli",0.688227586048966,0.39118707408308,1.21082019723942,0.194878861228549,0.937863904619564,41,457,"Yes"
"Vibrio.alginolyticus",1.65385267841732,0.772353505990901,3.54142068455941,0.195305212914907,0.937863904619564,13,485,"Yes"
"Acinetobacter.guillouiae",1.19954690322535,0.910808983620366,1.57981838004937,0.195314531339917,0.937863904619564,280,218,"Yes"
"Vibrio.rumoiensis",1.71409664749929,0.75825239581928,3.87486717241915,0.195335900697426,0.937863904619564,11,487,"Yes"
"Rhodococcus.fascians",1.31317800019718,0.869420579751271,1.98343183996771,0.195351680869467,0.937863904619564,53,445,"Yes"
"Seonamhaeicola.sp..S2.3",0.470311329211872,0.150006227131434,1.47455709416137,0.195713174199298,0.937863904619564,17,481,"Yes"
"Exiguobacterium.sp..AT1b",1.56041118574928,0.794905114592333,3.06311158893501,0.196021494879175,0.937863904619564,17,481,"Yes"
"Pseudomonas.orientalis",0.812939719145745,0.59386057779165,1.11283862185683,0.196135296166756,0.937863904619564,133,365,"Yes"
"Herbaspirillum.hiltneri",0.824420119267149,0.615177132918679,1.10483387090122,0.196166476333759,0.937863904619564,172,326,"Yes"
"Xanthomonas.translucens",0.67979226273733,0.378570063616045,1.22069219119827,0.196259789109984,0.937863904619564,35,463,"Yes"
"Curtobacterium.flaccumfaciens",1.26346390294351,0.885919860188073,1.8019023003981,0.196640481721378,0.937863904619564,69,429,"Yes"
"Nocardiopsis.alba",0.780311770695634,0.535375100375715,1.13730813976753,0.196852005376905,0.937863904619564,99,399,"Yes"
"Plasmodium.cynomolgi",0.814209897603901,0.595878439337669,1.11253858772441,0.196904841129407,0.937863904619564,378,120,"Yes"
"Sphingomonas.sp..NIC1",0.795905205288943,0.562703291027104,1.1257533160145,0.196917982587736,0.937863904619564,116,382,"Yes"
"Salarchaeum.sp..JOR.1",0.801004059759735,0.571809412016767,1.12206530754475,0.196960838452633,0.937863904619564,111,387,"Yes"
"Gordonia.sp..KTR9",0.643037973600188,0.328731000794139,1.25786078736998,0.197111990817563,0.937863904619564,28,470,"Yes"
"Pseudomonas.fuscovaginae",0.514541415388053,0.187445764898677,1.4124238458663,0.197143243510884,0.937863904619564,13,485,"Yes"
"Devosia.sp..A16",0.714635957619442,0.428869334748784,1.19081620098068,0.197178795348482,0.937863904619564,49,449,"Yes"
"Pseudomonas.furukawaii",0.680283741687765,0.378793176134443,1.22173787270247,0.197200968599245,0.937863904619564,42,456,"Yes"
"Streptomyces.sp..QMT.28",0.832304707760932,0.629653437119607,1.10017842470607,0.197278467676526,0.937863904619564,200,298,"Yes"
"Cryobacterium.arcticum",0.836044350342956,0.636687112228159,1.09782362846053,0.197589637307003,0.937863904619564,284,214,"Yes"
"Histophilus.somni",0.688668985832794,0.390473087269673,1.21459067861552,0.197597217688532,0.937863904619564,32,466,"Yes"
"Microcystis.panniformis",1.52812716488977,0.801653527875855,2.91294499540415,0.197642326878943,0.937863904619564,16,482,"Yes"
"Paracoccus.yeei",1.26233366874808,0.885470698306905,1.79959234597132,0.197868599869475,0.937863904619564,80,418,"Yes"
"Buchnera.aphidicola",0.765250088645435,0.509201873631871,1.1500501637887,0.197988641924492,0.937863904619564,80,418,"Yes"
"Corynebacterium.variabile",0.705538674363468,0.414731339482312,1.2002585134847,0.198225175600931,0.937863904619564,49,449,"Yes"
"Desulfitobacterium.dehalogenans",0.747332185402849,0.479527670678896,1.16469899338298,0.198268525597558,0.937863904619564,57,441,"Yes"
"Maritalea.myrionectae",1.60405006567556,0.780634358912296,3.2960073865809,0.198446207726277,0.937863904619564,18,480,"Yes"
"Cylindrospermum.stagnale",0.558417170446692,0.229659763845598,1.35779002393878,0.198698287543695,0.937863904619564,17,481,"Yes"
"Streptomyces.violaceoruber",0.557063979276059,0.228195500436606,1.35988779977319,0.198834240062031,0.937863904619564,22,476,"Yes"
"Staphylococcus.delphini",0.714037841963361,0.427154773190418,1.19359555775913,0.198837064425676,0.937863904619564,47,451,"Yes"
"Dyadobacter.fermentans",1.33957350970243,0.857601695809849,2.09241329239904,0.198846624226785,0.937863904619564,40,458,"Yes"
"Candidatus.Phaeomarinobacter.ectocarpi",1.70845953860813,0.754069632094994,3.87077515235807,0.199310751200817,0.937863904619564,12,486,"Yes"
"Paenibacillus.sp..CAA11",0.814961593383231,0.596247197754774,1.1139044362652,0.199360305214214,0.937863904619564,393,105,"Yes"
"Streptomyces.albidoflavus",1.45083806124778,0.821656574594518,2.56181371274732,0.1995518129144,0.937863904619564,464,34,"Yes"
"Polynucleobacter.necessarius",1.24359612131951,0.891276980795964,1.73518597056079,0.199587031290286,0.937863904619564,378,120,"Yes"
"Acidovorax.carolinensis",1.21634052242438,0.901380425248803,1.64135388904551,0.200229547174281,0.937863904619564,151,347,"Yes"
"Tsukamurella.paurometabola",1.27802198297452,0.877740194187963,1.86084697930143,0.200651445992315,0.937863904619564,69,429,"Yes"
"Agromyces.sp..MF30.A",0.609272844940973,0.285251990066697,1.30135253217925,0.200657566037204,0.937863904619564,19,479,"Yes"
"Halomonas.chromatireducens",1.5199436220971,0.799658257836408,2.8890198928281,0.201361135851062,0.937863904619564,20,478,"Yes"
"Aeromonas.dhakensis",1.64313949642407,0.766803283296724,3.52099092886119,0.201560338876292,0.937863904619564,11,487,"Yes"
"Alteromonas.australica",0.764785150737123,0.50673075767079,1.15425463707099,0.201643360004376,0.937863904619564,76,422,"Yes"
"Streptomyces.sp..Sge12",1.40447099774494,0.833637518598349,2.36618283066631,0.201861284742219,0.937863904619564,449,49,"Yes"
"Ramlibacter.tataouinensis",1.20554946368648,0.904661206308208,1.60651247037072,0.201944934905172,0.937863904619564,168,330,"Yes"
"Nitrosomonas.eutropha",1.64564155330798,0.765469022208028,3.53787814190333,0.202107464158378,0.937863904619564,12,486,"Yes"
"Candidatus.Nanopelagicus.hibericus",0.672280432211636,0.365190762933529,1.23760244071926,0.202201432813512,0.937863904619564,39,459,"Yes"
"Hymenobacter.sp..17J68.5",0.716241633736437,0.428795330362678,1.19637981473245,0.202315744630366,0.937863904619564,44,454,"Yes"
"Nocardioides.sp..dk884",0.646853200000175,0.33103807580255,1.26396053183935,0.202454019357522,0.937863904619564,26,472,"Yes"
"Nonlabens.dokdonensis",1.54551557678049,0.790920265967152,3.02004955600711,0.202762590843805,0.937863904619564,18,480,"Yes"
"Streptomyces.parvulus",1.39956004906802,0.834123796762258,2.34829450802201,0.202990621299633,0.937863904619564,32,466,"Yes"
"Streptomyces.sp..YIM.121038",0.826742649134985,0.616754097882463,1.10822677991998,0.203153761208011,0.937863904619564,175,323,"Yes"
"Candidatus.Fonsibacter.ubiquis",1.58818638329957,0.778889155387932,3.23837605216354,0.203177970199528,0.937863904619564,17,481,"Yes"
"Desulfosporosinus.meridiei",1.34274704598584,0.852785781437222,2.11421164464668,0.203222101324401,0.937863904619564,50,448,"Yes"
"Neoasaia.chiangmaiensis",1.56728840731899,0.784312261499908,3.13190685941711,0.203319422051443,0.937863904619564,16,482,"Yes"
"Treponema.pallidum",0.559440445907119,0.228504557146973,1.36966026596771,0.203588193260415,0.937919719069491,17,481,"Yes"
"Candidatus.Thioglobus.sp..NP1",1.31024492987956,0.863574321669994,1.98794907768357,0.203947662638025,0.938167244008004,55,443,"Yes"
"Abelson.murine.leukemia.virus",1.6414831054469,0.76407685024552,3.52643426456616,0.203988736200315,0.938167244008004,474,24,"Yes"
"Acinetobacter.lwoffii",1.19071162040055,0.909506238688508,1.55886139384962,0.204124104829564,0.938167244008004,240,258,"Yes"
"Lachancea.thermotolerans",1.39485159820142,0.834322878709881,2.33196407608236,0.204382446789774,0.938615532582149,453,45,"Yes"
"Pseudomonas.fulva",1.20012981875383,0.905060234559488,1.59139859079448,0.20511829740296,0.940451804561109,155,343,"Yes"
"Spiroplasma.helicoides",1.2640166173634,0.879438615621848,1.81677035848722,0.205565422482719,0.940451804561109,413,85,"Yes"
"Rhizobium.sp..NXC14",0.563046917545109,0.231278350631606,1.37073716796787,0.205764217310682,0.940451804561109,18,480,"Yes"
"Streptomyces.sp..TLI_053",0.771893219638698,0.516870342564828,1.15274391555841,0.205765072467371,0.940451804561109,71,427,"Yes"
"Bibersteinia.trehalosi",0.717853265678641,0.429532597099709,1.19970711076409,0.205839430536826,0.940451804561109,46,452,"Yes"
"Shewanella.baltica",0.695324838793448,0.395889985937354,1.22123986111546,0.206061014008132,0.940451804561109,45,453,"Yes"
"Pseudonocardia.sp..HH130630.07",0.796437107460153,0.559627412909436,1.13345424385447,0.206163617808333,0.940451804561109,95,403,"Yes"
"Pyricularia.oryzae",0.757915332026648,0.492927958699982,1.16535416663329,0.206659064860581,0.940451804561109,445,53,"Yes"
"Geobacillus.sp..GHH01",0.519541914036445,0.187907047450085,1.43647513014303,0.206968038719212,0.940623028011582,12,486,"Yes"
"Paenibacillus.ihbetae",1.33966956680802,0.850504273564077,2.1101769903057,0.20714660892081,0.940623028011582,44,454,"Yes"
"Spirosoma.sp..KCTC.42546",0.694643515257707,0.394275052654409,1.22384008331496,0.207335419848339,0.940623028011582,42,456,"Yes"
"Rhodococcus.erythropolis",0.756823861841589,0.490772669830696,1.16710320900798,0.207397950496986,0.940623028011582,62,436,"Yes"
"Pseudomonas.sp..31.12",0.667682425239353,0.356034061189348,1.25212688775981,0.207989479061891,0.941429080811927,22,476,"Yes"
