"taxa","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","test.var"
"g__unclassified-s__Staphylococcus phage StB12",1.05744881868003,-0.0451485232747964,0.187625711600037,-0.240630790363315,0.809841283999512,NA,"HPV"
"g__unclassified-s__Staphylococcus phage StB20",1.05433418207741,-0.0401951025764398,0.187772619656849,-0.21406263943005,0.830498209890288,NA,"HPV"
"g__unclassified-s__Staphylococcus phage StB27",1.10365781081757,-0.122117722711235,0.190341239375074,-0.641572594106091,0.521150732126432,NA,"HPV"
"g__unclassified-s__Sterolibacteriaceae bacterium J5B",1.21296685406694,-0.0458941470925302,0.175562637392646,-0.261411811613924,0.793774949288527,NA,"HPV"
"g__unclassified-s__Sterolibacteriaceae bacterium M52",1.08937443538766,-0.0509835899051365,0.185312925839334,-0.275121606732059,0.783222812113328,NA,"HPV"
"g__unclassified-s__Streptococcus phage 5093",1.03732083067379,-0.0101426921701351,0.187970325481941,-0.0539590073280452,0.956967824046747,NA,"HPV"
"g__unclassified-s__Streptococcus phage Dp-1",1.05205988422901,-0.0352384414231423,0.187671057083283,-0.187767053539346,0.851059263818789,NA,"HPV"
"g__unclassified-s__Streptococcus phage PH15",1.03155981390669,1.71594771547189e-05,0.188100646006245,9.12249772611053e-05,0.999927212999185,NA,"HPV"
"g__unclassified-s__Streptococcus phage SM1",1.03734009253168,-0.0101429593839082,0.187970354285073,-0.0539604206338065,0.956966698032374,NA,"HPV"
"g__unclassified-s__Streptococcus phage SpSL1",1.07139846978197,-0.0696332959641535,0.187561571314745,-0.371255665411881,0.710447115869568,NA,"HPV"
"g__unclassified-s__Streptococcus virus 9874",1.08050356894447,-0.0841425014780585,0.187702215099658,-0.448276550350692,0.65395362210843,NA,"HPV"
"g__unclassified-s__Synechococcus phage ACG-2014c",1.03729819878081,0.0140377527455066,0.187062536850491,0.0750431004617787,0.940180419340351,NA,"HPV"
"g__unclassified-s__Synechococcus phage S-CAM7",1.06310852559099,-0.0309718700257578,0.186481037991263,-0.16608589462704,0.868089354443613,NA,"HPV"
"g__unclassified-s__Synechococcus phage S-CAM8",1.05173652318651,0.0127186534025369,0.185860283128047,0.0684312602374252,0.94544233807593,NA,"HPV"
"g__unclassified-s__Synechococcus phage S-PM2",1.04018822340622,0.00896651096287424,0.18699593453972,0.0479502989460428,0.96175585270225,NA,"HPV"
"g__unclassified-s__Synechococcus phage S-RSM4",1.04307318682644,0.0278234713629325,0.186044681106978,0.149552630031565,0.881117583502296,NA,"HPV"
"g__unclassified-s__Tardibacter chloracetimidivorans",1.78185628342037,-0.337528905834805,0.212301603862951,-1.58985565673207,0.111867344959706,0.427921462833277,"HPV"
"g__unclassified-s__Tenericutes bacterium MO-XQ",1.55598792622926,-0.186651972345841,0.165205426059702,-1.12981744484826,0.258553155880054,0.614507166812045,"HPV"
"g__unclassified-s__Thermoactinomycetaceae bacterium SCSIO 07575",1.71992438880825,0.262509800969282,0.14369779011411,1.82681863625616,0.0677270428658718,0.345142520048303,"HPV"
"g__unclassified-s__Thermoanaerobacterales bacterium SK-G1",1.12078670442315,-0.102758480702175,0.184429182169662,-0.557170397294523,0.577411013255334,NA,"HPV"
"g__unclassified-s__Thermoplasmatales archaeon BRNA1",1.25904903206576,0.125422125616633,0.166638546679522,0.75265974239348,0.451654407325116,NA,"HPV"
"g__unclassified-s__Thermus phage phiYS40",1.06913361714956,0.0529062272483414,0.182919261409047,0.28923267479214,0.772403329008156,NA,"HPV"
"g__unclassified-s__Thermus phage TMA",1.07471822279484,-0.0505355004441281,0.186249453051635,-0.271332342812936,0.786135433184463,NA,"HPV"
"g__unclassified-s__TM7 phylum sp. oral taxon 488",6.11302009729787,-0.10630835716462,0.182619020081936,-0.582131900154333,0.560477839410079,0.873372109378423,"HPV"
"g__unclassified-s__TM7 phylum sp. oral taxon 955",1.12715196695374,-0.159117143437004,0.186516504620281,-0.853099535405421,0.393604109052438,NA,"HPV"
"g__unclassified-s__TM7 phylum sp. oral taxon 957",1.27341666072483,-0.0684883672090595,0.186445690052813,-0.36733682172894,0.713367791203907,NA,"HPV"
"g__unclassified-s__Tupaiid betaherpesvirus 1",5.03679083296036,-0.477813312552394,0.167203478191864,-2.85767567588581,0.0042675633111425,0.062618405781427,"HPV"
"g__unclassified-s__Verrucomicrobia bacterium IMCC26134",1.22470785588925,-0.127468331733265,0.210484742872656,-0.60559416323293,0.544784279149456,NA,"HPV"
"g__unclassified-s__Verrucomicrobia bacterium S94",1.08050891247025,0.0786511974420378,0.181052342915575,0.434411376154977,0.663989738172707,NA,"HPV"
"g__unclassified-s__Victivallales bacterium CCUG 44730",1.70288883378701,0.228100257961176,0.145587866741733,1.56675321279222,0.117172387390438,0.435282954007883,"HPV"
"g__unclassified-s__Xanthomonadaceae bacterium AQ6-296",157.112064534852,0.173376573202304,0.0963093370921294,1.80020523904606,0.0718282369011112,0.350225286647637,"HPV"
"g__unclassified-s__Yersinia phage phi80-18",1.06328966922549,0.0397257787094545,0.183903886001163,0.216013807936626,0.828976984474753,NA,"HPV"
"g__unclassified-s__Yersinia phage phiR1-37",1.07763451964368,0.0381153293953864,0.182719579593703,0.20860013732595,0.834760403362508,NA,"HPV"
"g__unclassified-s__Zoogloeaceae bacteirum Par-f-2",49.7330360285673,-0.00789112015177694,0.169213253449709,-0.0466341730975714,0.962804795455689,0.995920332756735,"HPV"
"g__Ureaplasma",1.18440970711991,0.0606578527944333,0.173741848665141,0.34912632310792,0.726994475464523,NA,"HPV"
"g__Ureibacillus",1.14111390467166,-0.0887070058602017,0.18229231158337,-0.486619567713542,0.626527954021494,NA,"HPV"
"g__Ustilago",450.782658926378,-0.137450569767055,0.115239551918057,-1.19273780120901,0.232972076272421,0.588467349952887,"HPV"
"g__Vagococcus",3.39204703147933,0.0105098650075393,0.104207751278124,0.100854925652211,0.91966562470987,0.992050464034939,"HPV"
"g__Vampirococcus",1.15673219089372,-0.204137326220313,0.19039514809546,-1.07217714454553,0.283640474026773,NA,"HPV"
"g__Varicellovirus",1.04314885036437,0.0039137477156232,0.18692981416757,0.0209369903514417,0.983295919051196,NA,"HPV"
"g__Variibacter",1.32892402548605,-0.0111119034407803,0.171856382841135,-0.0646580781992378,0.948446241690507,0.993989878746474,"HPV"
"g__Veillonella",7.85107065166147,0.045441568553726,0.162691466147563,0.279311322405257,0.780005917909087,0.959270200771026,"HPV"
"g__Vequintavirus",1.03443636999261,-0.00507165495846836,0.188033929110338,-0.026972020328801,0.978482050452708,NA,"HPV"
"g__Verrucosispora",1.66912930561329,0.347098951287236,0.169231920820243,2.05102530069325,0.0402644829233316,0.255855055669546,"HPV"
"g__Vibrio",55.7216750223879,0.12558700448314,0.0876973370925321,1.4320503751514,0.152129405030294,0.488268274233261,"HPV"
"g__Vicosavirus",1.06033794258522,-0.0500809353360053,0.187595709776082,-0.266962050442321,0.789498380320569,NA,"HPV"
"g__Vieuvirus",1.10481032943904,-0.122200108747181,0.189823415789216,-0.643756768568924,0.519733171506202,NA,"HPV"
"g__Vigna",1406.93217638737,0.0879581100891569,0.0468536706950716,1.87729389788043,0.0604778241082107,0.31805506293053,"HPV"
"g__Virgibacillus",8.8275044457246,0.097261579926777,0.0661473103011805,1.47037845505626,0.141459283191969,0.486412769842,"HPV"
"g__Vitis",249.822048411909,0.0135354946303474,0.0607508767583451,0.222803280423242,0.823688614773836,0.963974828292424,"HPV"
"g__Vitreoscilla",2.04044745365818,0.151363426233104,0.132483324062149,1.14250927280552,0.253242393873628,0.607364312779332,"HPV"
"g__Vogesella",1.21256591890047,-0.243591189129607,0.183759068505987,-1.32560091379474,0.184971923393568,NA,"HPV"
"g__Vulcanisaeta",1.060360236959,0.0678639629209494,0.183113268740584,0.370611935375868,0.710926591049124,NA,"HPV"
"g__Vulgatibacter",2.13270302558484,-0.074087380137521,0.155704052116682,-0.475821785819684,0.634201347688024,0.910621342979679,"HPV"
"g__Waddlia",1.07202545638178,-0.0696456431142544,0.187243171150201,-0.371952913884302,0.709927907341063,NA,"HPV"
"g__Weissella",10.0484316144113,-0.362288361153475,0.109909606983776,-3.2962392560184,0.000979885265778579,0.0285146612341567,"HPV"
"g__Wenyingzhuangia",1.65538204883202,-0.243722988977752,0.170582173288996,-1.42877174254805,0.153069849818675,0.488506122490684,"HPV"
"g__Wenzhouxiangella",1.14984511062379,0.156913201348453,0.174490350885353,0.899265779180827,0.368511110444301,NA,"HPV"
"g__Whispovirus",1.08606920384844,0.0912182832558629,0.180171782763031,0.506285067822395,0.612656543983698,NA,"HPV"
"g__Woeseia",1.17545029139943,-0.25839149609345,0.188843089573964,-1.36828674364727,0.171222338574627,NA,"HPV"
"g__Wolbachia",4.5099973690872,-0.049829820427469,0.0915430948913374,-0.544331830670762,0.586213146676223,0.883795144647513,"HPV"
"g__Wolinella",1.09241288309896,0.0137803238380755,0.182436089301099,0.0755350758222621,0.9397889907695,NA,"HPV"
"g__Xanthobacter",1.87486847158233,-0.412389469707331,0.185588326269776,-2.22206578396461,0.02627886020121,0.206005258397966,"HPV"
"g__Xylanibacterium",1.28263149261697,0.0151060369978227,0.168683143153935,0.0895527360670376,0.928642644577759,NA,"HPV"
"g__Xylanimicrobium",1.16393565186373,-0.0137325726618462,0.178278764042739,-0.0770286508075304,0.938600752625491,NA,"HPV"
"g__Xylanimonas",0.964902141093236,-0.111528062574704,0.22159229832649,-0.503302973149278,0.614751276428092,NA,"HPV"
"g__Xylella",2.42884198784847,-0.101525551317293,0.140108201121327,-0.72462247395052,0.468683667671,0.808618264578623,"HPV"
"g__Yangia",10.6575158320344,0.0451619835264904,0.120097700600069,0.376043698595713,0.706884409396157,0.939375291445017,"HPV"
"g__Yarrowia",11.8580148408481,0.385933680791319,0.128952068357275,2.99284599082234,0.0027638918402675,0.0502682828448651,"HPV"
"g__Yersinia",19.3253016825275,-0.0563454617723185,0.13683810524906,-0.411767333885277,0.680509966493486,0.91837635947782,"HPV"
"g__Yoonia",1.13274903544654,-0.0297095830791328,0.181019336174472,-0.164123809682396,0.869633678545849,NA,"HPV"
"g__Zea",588.685686222413,-0.00442491177165753,0.0463748098048454,-0.0954162785848277,0.923984186628621,0.992050464034939,"HPV"
"g__Zhihengliuella",1.33915556154315,-0.553619598443749,0.214857803245965,-2.57667904111435,0.00997545290316632,0.104922534752581,"HPV"
"g__Zobellella",1.32480371116793,-0.103831457046528,0.170352821526495,-0.60950829059429,0.542187579153972,NA,"HPV"
"g__Zobellia",1.18146826598088,-0.0190543410393147,0.177795052018978,-0.107170254868965,0.914653912671204,NA,"HPV"
"g__Zygosaccharomyces",16.6969749399612,0.0153528691212101,0.117069300467103,0.131143425816612,0.895661848954579,0.992050464034939,"HPV"
"g__Zymobacter",1.08340599369249,-0.065036225195876,0.186076294065917,-0.349513760053912,0.726703642379484,NA,"HPV"
"g__Zymomonas",3.71722375134612,-0.502292497445429,0.247162596260481,-2.03223507539171,0.0421298635968868,0.259009654366776,"HPV"
"g__Zymoseptoria",45.9258244222105,-0.0849364693416477,0.0989285640847186,-0.858563652747566,0.3905812984751,0.741189099466751,"HPV"
"s__[Arcobacter] porcinus",1.12101097647995,-0.089087139927376,0.183509325258091,-0.485463830255395,0.627347363759521,NA,"HPV"
"s__[Bacillus] caldolyticus",1.1241756210776,-0.0479505148435525,0.182236662418618,-0.263122218148425,0.792456379544336,NA,"HPV"
"s__[Bacillus] selenitireducens",1.09809621701398,-0.0286165532421929,0.183365057438382,-0.156063285131679,0.87598313792887,NA,"HPV"
"s__[Brevibacterium] frigoritolerans",1.09523476594821,-0.0703485809947062,0.184925314940866,-0.380416175131034,0.70363650955866,NA,"HPV"
"s__[Candida] glabrata",16.003370757515,-0.0389275987982752,0.131055249947171,-0.297031967921675,0.766442103054424,0.922996981465329,"HPV"
"s__[Clostridium] cellulosi",1.06091844858094,-0.0602241438818309,0.187389607434176,-0.321384652577308,0.74791891220884,NA,"HPV"
"s__[Clostridium] hiranonis",1.41707747753827,0.0435103378348057,0.199749986083958,0.217823984310656,0.827566256453532,0.949566195979851,"HPV"
"s__[Clostridium] saccharolyticum",1.20741100522543,0.0366784081697313,0.173506941795015,0.211394470966262,0.832579470793388,NA,"HPV"
"s__[Clostridium] scindens",2.80951620198826,0.169312217569847,0.166878632762313,1.01458296228373,0.310304664314663,0.626647689664639,"HPV"
"s__[Clostridium] sphenoides",1.29607128210262,0.0813662677537518,0.165550634306346,0.491488710355446,0.623080835079031,0.852060761294019,"HPV"
"s__[Clostridium] ultunense",1.07249624680581,-0.03200730211148,0.185495086733166,-0.172550673309867,0.863004627174058,NA,"HPV"
"s__[Enterobacter] lignolyticus",1.14124885325132,0.119799726660987,0.17466599143711,0.685878949160644,0.492789445788701,NA,"HPV"
"s__[Eubacterium] cellulosolvens",1.42664422620907,-0.0381036296651664,0.188554808915469,-0.202082513219,0.839852218272375,0.952550154302076,"HPV"
"s__[Eubacterium] eligens",1.17291935962431,0.110620257391902,0.187230204547621,0.590824849330153,0.55463778334366,NA,"HPV"
"s__[Eubacterium] minutum",1.18160315169185,-0.160077399212784,0.182257137600486,-0.878305241266762,0.379778092237506,NA,"HPV"
"s__[Eubacterium] sulci",1.26228910646801,-0.146791778400958,0.181627621226649,-0.80820184402338,0.418974396376941,NA,"HPV"
"s__[Haemophilus] ducreyi",1.10677332338415,-0.0427852900066258,0.182966508241131,-0.233842195590458,0.815107490231172,NA,"HPV"
"s__[Mannheimia] succiniciproducens",1.20215124251698,-0.145676910548513,0.191528377658532,-0.760602226831551,0.446894689300035,NA,"HPV"
"s__[Mycobacterium] stephanolepidis",1.18128767728539,0.0968936365546339,0.17242627110811,0.561942422879877,0.574155248573571,NA,"HPV"
"s__[Pasteurella] aerogenes",1.12681554202188,-0.0753118353493135,0.182619825266072,-0.412396820770069,0.680048593028933,NA,"HPV"
"s__[Polyangium] brachysporum",3.06274052382343,0.0421982424010992,0.156032149045499,0.270445819398374,0.786817294104451,0.926134029859556,"HPV"
"s__[Pseudomonas] mesoacidophila",1.12676542390551,-0.144882193782772,0.185359491687155,-0.781628134950328,0.434433147244354,NA,"HPV"
"s__[Ruminococcus] gnavus",5.87013058236506,-0.071065954692311,0.21972889581051,-0.323425621514964,0.746372928178934,0.912450673977912,"HPV"
"s__Abelson murine leukemia virus",53754.1146536813,0.0627295254988545,0.217247189987028,0.28874723536171,0.772774812922548,0.922996981465329,"HPV"
"s__Acanthamoeba polyphaga mimivirus",1.03794750710353,0.0274972618148967,0.186068792895642,0.147780083844145,0.882516327533446,NA,"HPV"
"s__Acaryochloris marina",1.15002203495281,-0.13447381973162,0.185433284536541,-0.725187066969745,0.468337275931544,NA,"HPV"
"s__Acetoanaerobium sticklandii",1.82677381250699,-0.162512481188276,0.176515892071374,-0.920667704653838,0.357223942244071,0.667962286398323,"HPV"
"s__Acetobacter aceti",1.23579405318191,-0.0678076701267525,0.177590950972891,-0.381819398766007,0.702595328835838,NA,"HPV"
"s__Acetobacter ghanensis",1.06957141162872,-0.0271396268237774,0.185403998319535,-0.146381022360712,0.883620607894515,NA,"HPV"
"s__Acetobacter orientalis",1.07810249216852,-0.0653633531345181,0.186201318049041,-0.351035931535688,0.725561392094834,NA,"HPV"
"s__Acetobacter pasteurianus",211.301791194871,-0.549957796561556,0.370492413762601,-1.48439691646143,0.137703652330168,0.428995758647704,"HPV"
"s__Acetobacter persici",144.098299433307,0.0165220610729323,0.101773699048618,0.16234116699482,0.871037198052198,0.9709959703993,"HPV"
"s__Acetobacter pomorum",1.07266078359145,-0.0796607198165771,0.187427622314994,-0.425021236638739,0.670821193645884,NA,"HPV"
"s__Acetobacter senegalensis",1.09242810820058,-0.0892093445872023,0.185812181572452,-0.480104930862231,0.631152782242017,NA,"HPV"
"s__Acetobacter sp. KACC 21233",1.20997396132008,0.0727596852787649,0.17176961755031,0.423588794784703,0.671865728616633,NA,"HPV"
"s__Acetobacter tropicalis",1.08957870327833,0.0983901507076581,0.179273587018259,0.548826809035941,0.583124310322664,NA,"HPV"
"s__Acetobacteraceae bacterium",1.07519370823855,0.00985606660459844,0.183545269187801,0.0536982873392061,0.957175547340306,NA,"HPV"
"s__Acetohalobium arabaticum",1.12104893330124,0.0457475881113712,0.178622282257592,0.256113557240291,0.797863153867551,NA,"HPV"
"s__Acetomicrobium mobile",1.09533005141265,-0.0939324837467285,0.185793165271977,-0.505575560915945,0.613154641623194,NA,"HPV"
"s__Acholeplasma axanthum",1.23292473038141,-0.0844749035949128,0.175215431891862,-0.482120225843167,0.629720542548913,NA,"HPV"
"s__Acholeplasma brassicae",3.45694444059342,-0.521289364016895,0.16213902146164,-3.21507653936486,0.00130409745502219,0.0259154685742708,"HPV"
"s__Acholeplasma hippikon",1.11249258669194,-0.145671435631543,0.186425155718445,-0.781393664766726,0.434570996044606,NA,"HPV"
"s__Acholeplasma laidlawii",1.08097571499818,0.0231361196108439,0.182665363116459,0.126658492973807,0.899210698985902,NA,"HPV"
"s__Acholeplasma oculi",1.07802187896323,0.00499071362942285,0.183475569183488,0.0272009709610537,0.978299441278924,NA,"HPV"
"s__Acholeplasma palmae",1.2871215083379,0.130768497560945,0.1745076251722,0.749356925990516,0.453642105454077,0.742684884301679,"HPV"
"s__Achromobacter denitrificans",3.26065879582554,-0.0172497291525815,0.209541000069462,-0.0823214986416177,0.934391058997141,0.974850985941532,"HPV"
"s__Achromobacter insolitus",2.207197253527,-0.639107182183845,0.267958922092232,-2.38509386884256,0.0170747639220942,0.133454640194443,"HPV"
"s__Achromobacter phage JWF",1.04079647757025,0.0224434678554988,0.186001525438647,0.120662816084817,0.903958112207173,NA,"HPV"
"s__Achromobacter ruhlandii",1.17547895307675,0.0440521100020902,0.17721793001596,0.24857592004445,0.803688836955356,NA,"HPV"
"s__Achromobacter sp. AONIH1",1.13249434609289,-0.0844708925436605,0.182658426860393,-0.462452754004185,0.643756675873226,NA,"HPV"
"s__Achromobacter sp. B7",2.89637405611171,-0.111296834751771,0.260443921820253,-0.42733512064291,0.669135255714991,0.87719634039825,"HPV"
"s__Achromobacter sp. MFA1 R4",1.38496372878417,0.0675230212081222,0.16108797725851,0.419168595678392,0.675092921610233,0.878840263594704,"HPV"
"s__Achromobacter spanius",1.63754127534059,-0.00982907459298506,0.180349867123029,-0.0545000378973387,0.956536778398437,0.981710863311063,"HPV"
"s__Achromobacter xylosoxidans",7.33954184982986,-0.336228862465668,0.232463565880935,-1.44637230006994,0.148072806831128,0.443753250416132,"HPV"
"s__Acidaminococcus intestini",3.8494839952308,0.0804069622345643,0.140354523749218,0.572884721394757,0.566722750173876,0.816536558723484,"HPV"
"s__Acidianus ambivalens",1.03791336018196,0.00358479784264441,0.186951203490412,0.0191750455504731,0.984701464708621,NA,"HPV"
"s__Acidianus brierleyi",1.14106635384072,-0.144112100609603,0.184285582046986,-0.782004207865049,0.434212100668707,NA,"HPV"
"s__Acidianus hospitalis",1.03509581086464,-0.015524223065819,0.187921395514712,-0.0826101946683535,0.934161494812981,NA,"HPV"
"s__Acidianus manzaensis",1.46496861133274,0.0326662066075987,0.158605081310952,0.20595939510636,0.836822629275992,0.951730381520586,"HPV"
"s__Acidianus sulfidivorans",2.8838602748956,0.318887742642366,0.177874359682172,1.7927695886701,0.0730097741163524,0.305105722705473,"HPV"
"s__Acidiferrobacter sp. SPIII_3",1.25592530495361,0.0826344202035499,0.168436941713208,0.49059558647324,0.623712508627525,NA,"HPV"
"s__Acidihalobacter ferrooxidans",1.13255006426924,-0.0617532236155429,0.181560598849031,-0.340124586540338,0.733762706990698,NA,"HPV"
"s__Acidihalobacter prosperus",1.36756975498004,0.000960901803652671,0.163911343298114,0.00586232645232507,0.995322567024775,0.996923622092375,"HPV"
"s__Acidilobus saccharovorans",1.08376590389901,-0.098825719718405,0.18691916068488,-0.52870834298797,0.597007788734336,NA,"HPV"
"s__Acidilobus sp. 7A",1.08084786149999,-0.0230702654150682,0.184328111942389,-0.125158692138499,0.900397918928271,NA,"HPV"
"s__Acidimicrobium ferrooxidans",1.21293537436,0.185936805060398,0.168650941820164,1.1024949108121,0.270246569792848,NA,"HPV"
"s__Acidipropionibacterium acidipropionici",1.23296990423407,-0.105537594497765,0.176882552783326,-0.596653501643231,0.550738743082096,NA,"HPV"
"s__Acidipropionibacterium jensenii",1.82341243155769,0.0238502133790927,0.157176997380829,0.151741118462171,0.879391124825061,0.972422424151031,"HPV"
"s__Acidipropionibacterium virtanenii",1.13542514543821,0.000546899163560189,0.179243312638595,0.00305115518961029,0.997565534158893,NA,"HPV"
"s__Acidisarcina polymorpha",1.61181613170906,0.458617767023145,0.20479350185347,2.23941562047846,0.0251288859403448,0.169461223597704,"HPV"
"s__Acidithiobacillus caldus",1.16696023996188,0.139882619221903,0.172080715081296,0.812889574266466,0.416281372530958,NA,"HPV"
"s__Acidithiobacillus ferrooxidans",1.93783200986431,0.261295687313051,0.154472534026572,1.69153493182228,0.0907346819816313,0.344496719393673,"HPV"
"s__Acidithiobacillus thiooxidans",1.07801900574927,0.0508067524492009,0.181824716005221,0.279427096411591,0.779917078962739,NA,"HPV"
"s__Acidobacterium capsulatum",1.64291917457732,-0.257649129066337,0.221781564747313,-1.16172473289153,0.245347295898618,0.565489582929961,"HPV"
"s__Acidothermus cellulolyticus",1.21302688174797,0.0075562632674007,0.173511496232241,0.043549064076347,0.965263854121196,NA,"HPV"
"s__Aciduliprofundum boonei",1.06948038634718,0.198601511226728,0.17760745665275,1.11820480383898,0.263479533082156,NA,"HPV"
"s__Aciduliprofundum sp. MAR08-339",1.06085399537077,0.08045261175196,0.18223320200629,0.441481633786927,0.6588643548711,NA,"HPV"
"s__Acinetobacter baumannii",479.631985498037,-0.729438997817171,0.255218804945853,-2.85809267844479,0.00426195892196377,0.0556737011624358,"HPV"
"s__Acinetobacter baylyi",1.18121200789944,0.0558711387606344,0.173799530908091,0.321468869730035,0.74785509967155,NA,"HPV"
"s__Acinetobacter bereziniae",1.8356828345203,-0.260305825881978,0.202519650682771,-1.28533613900868,0.198674846685167,0.507000838262148,"HPV"
"s__Acinetobacter calcoaceticus",1.2101269767533,-0.0295508950036819,0.175348078520546,-0.16852705346423,0.866168662443734,NA,"HPV"
"s__Acinetobacter chinensis",1.09525040634448,0.0665695959669657,0.17994802789878,0.369937902317056,0.711428759705252,NA,"HPV"
"s__Acinetobacter cumulans",1.12416294342637,-0.00303972520635041,0.180305751745195,-0.0168587256752968,0.986549320223037,NA,"HPV"
"s__Acinetobacter defluvii",1.98181814011872,-0.565225706822226,0.226862533711272,-2.49148987968895,0.0127208591042353,0.109588777241537,"HPV"
"s__Acinetobacter equi",1.08954077204611,-0.0143070272698265,0.183236432066677,-0.0780795997196691,0.937764734711293,NA,"HPV"
"s__Acinetobacter guillouiae",7.38674545503971,-0.0891144154545596,0.137699140094007,-0.647167552344347,0.517523509036254,0.7838359721576,"HPV"
"s__Acinetobacter haemolyticus",3.21714051393616,-0.395673067736791,0.221290271857111,-1.78802739233056,0.0737715885546367,0.306234060933469,"HPV"
"s__Acinetobacter indicus",1.58335650033959,0.0519160505390444,0.17941969432099,0.289355361659263,0.772309450784829,0.922996981465329,"HPV"
"s__Acinetobacter johnsonii",157.835440564726,-0.326748565934995,0.295403094238355,-1.10611084415841,0.268678545595659,0.593954465293126,"HPV"
"s__Acinetobacter junii",2.82261257327251,-0.273248151673371,0.233805084258573,-1.16870064027854,0.242524263909636,0.562776801221366,"HPV"
"s__Acinetobacter lactucae",1.06945867818703,-0.0508622737872958,0.186362300741875,-0.272921473843272,0.784913579196074,NA,"HPV"
"s__Acinetobacter larvae",1.06085935731497,-0.0124404509181262,0.185571936854472,-0.0670384279487377,0.946551110915834,NA,"HPV"
"s__Acinetobacter lwoffii",26.9419237484239,-0.18384521042002,0.387413160235334,-0.474545599608291,0.635110888810086,0.856943295407701,"HPV"
"s__Acinetobacter nosocomialis",2.43888909705549,-0.476989079500054,0.205098148579526,-2.32566253183462,0.0200365608105325,0.147355494464861,"HPV"
"s__Acinetobacter oleivorans",1.13265580366489,-0.0617573239234246,0.182079392508433,-0.339177998523716,0.734475642575239,NA,"HPV"
"s__Acinetobacter phage Ac42",1.02646739239522,-0.000310753606293665,0.188114605500539,-0.00165193768695847,0.99868194502364,NA,"HPV"
"s__Acinetobacter phage Acj61",1.02646739239522,-0.000310753606293665,0.188114605500539,-0.00165193768695847,0.99868194502364,NA,"HPV"
"s__Acinetobacter phage vB_AbaM_phiAbaA1",1.0293350084334,0.0187981166910255,0.187145531958429,0.100446516111328,0.919989841956147,NA,"HPV"
"s__Acinetobacter phage vB_AbaS_TRS1",1.09834467969291,-0.122452864469371,0.189689693807623,-0.645543055141197,0.518575326250449,NA,"HPV"
"s__Acinetobacter phage YMC13/03/R2096",1.02646739239522,-0.000310753606293665,0.188114605500539,-0.00165193768695847,0.99868194502364,NA,"HPV"
"s__Acinetobacter phage ZZ1",1.02646739239522,-0.000310753606293665,0.188114605500539,-0.00165193768695847,0.99868194502364,NA,"HPV"
"s__Acinetobacter pittii",35.2931991974941,-0.497999437833942,0.206175620003482,-2.4154138002618,0.0157173422523293,0.128209586582319,"HPV"
"s__Acinetobacter radioresistens",4.91429105048796,-0.157753822995094,0.209260811026099,-0.753862236419504,0.450931948379124,0.740558433876493,"HPV"
"s__Acinetobacter schindleri",2.73039834361324,-0.285493790608604,0.215348208541264,-1.32573097562545,0.184928823371563,0.49187920702596,"HPV"
"s__Acinetobacter soli",1.32761395192706,0.267558339495905,0.159717669107818,1.6751956185592,0.093895856939881,0.349223388965614,"HPV"
"s__Acinetobacter sp. ACNIH1",2.31426288706903,-0.451779751673653,0.214748245485936,-2.10376457628959,0.0353989882631917,0.200379727501946,"HPV"
"s__Acinetobacter sp. ACNIH2",1.25872357022819,0.135508671778517,0.16674066577756,0.812691200113665,0.416395127807984,NA,"HPV"
"s__Acinetobacter sp. C16S1",1.04079904237671,0.0461149432222044,0.185149953475586,0.249068078908727,0.803308120836164,NA,"HPV"
"s__Acinetobacter sp. dk386",1.44300624438082,-0.444738324750577,0.205441277547994,-2.16479536176307,0.0304033601827758,0.184995038506271,"HPV"
"s__Acinetobacter sp. DUT-2",1.28132966735215,-0.394711841352064,0.202418391509451,-1.94998012981263,0.0511784874051114,0.252731167900204,"HPV"
"s__Acinetobacter sp. FDAARGOS_493",0.992064714576868,0.0621983705762796,0.188957940358267,0.329165159497138,0.742030855559717,NA,"HPV"
"s__Acinetobacter sp. FDAARGOS_560",1.00352075880386,0.0410597877045912,0.188669471823097,0.217628147828231,0.827718851302567,NA,"HPV"
"s__Acinetobacter sp. LoGeW2-3",1.14429092049489,-0.102622846361143,0.184273022336419,-0.556906513281087,0.577591304287142,NA,"HPV"
"s__Acinetobacter sp. M131",1.02646739239522,-0.000310753606293665,0.188114605500539,-0.00165193768695847,0.99868194502364,NA,"HPV"
"s__Acinetobacter sp. NCu2D-2",1.10102361773602,-0.0104681474039154,0.182197855537289,-0.057454833225372,0.954182884503176,NA,"HPV"
"s__Acinetobacter sp. SWBY1",1.19544425174333,-0.34496022550059,0.198297450591563,-1.7396099872767,0.081927524367421,NA,"HPV"
"s__Acinetobacter sp. TGL-Y2",1.08672918046507,-0.0797184134749538,0.185959397849096,-0.428687199447937,0.668150877339358,NA,"HPV"
"s__Acinetobacter sp. TTH0-4",1.26170635485877,-0.298913161895933,0.183385569159781,-1.62997101279815,0.10310762356022,NA,"HPV"
"s__Acinetobacter sp. WCHA45",1.43108868481657,-0.473499642938723,0.271551092766229,-1.74368527894803,0.0812139837128573,0.324855934851429,"HPV"
"s__Acinetobacter sp. WCHA55",2.37269634113038,-0.0339196197719259,0.343561514838335,-0.0987293928654581,0.921353130740708,0.974112085209908,"HPV"
