Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DNAJC2	1977.40271790832	-0.221205350141758	0.0653150409719974	-3.38674441368866	0.000707272449105607	0.00267475117247096
NR0B1	6.7596393328753	-1.51667191018278	0.447865015197602	-3.38644872610469	0.000708035060995247	0.00267705658514895
LBX2-AS1	248.139085516769	-0.311191048753745	0.091894018080044	-3.3864124700988	0.000708128621924733	0.00267705658514895
KCTD20	3871.93498455298	0.18630811010251	0.0550214585134855	3.38609908090399	0.000708937821623163	0.00267964922481236
ZNF273	294.040192298442	-0.297652226422365	0.0879187957408104	-3.38553575392298	0.000710394544396046	0.00268468804934914
SIRT2	2975.57551062141	-0.190547537422569	0.0563048630290771	-3.38421101076413	0.000713831202033487	0.00269720629061374
MAP3K7CL	330.690304304231	-0.395398219655719	0.116843463460021	-3.38399948056152	0.000714381383178842	0.00269881554205438
HSP90AB1	81147.0516339584	-0.178112589203601	0.0526370914257501	-3.38378478709917	0.000714940194682732	0.00270045683206393
MRPL20	3632.38586756969	-0.251429219847233	0.0743088302227526	-3.38357122691252	0.000715496459358357	0.00270208793303769
DNAJC9-AS1	70.9974805783227	0.331713295481217	0.098048881727561	3.38314205768218	0.000716615541642768	0.00270584359011871
SNORA59A	9.64345868972159	-0.338317216415928	0.100018709339581	-3.38253931339267	0.00071818997635744	0.00271127612543957
ADAM12	3307.32911968194	-0.538478065472417	0.15919697673112	-3.38246414303391	0.000718386554877753	0.00271127612543957
DENND4A	1345.56064432489	0.201101963091202	0.0594545622316494	3.38244796602252	0.000718428866027138	0.00271127612543957
NLRP11	5.20962419778545	-0.940263833352039	0.277988060063331	-3.38238927649566	0.000718582388560914	0.00271138428629022
FLII	11509.892486895	-0.184333063461737	0.0545019158413049	-3.38213915265778	0.000719237014830272	0.00271338286605965
CHTOP	4087.10961749346	0.129138419996171	0.0381855036193587	3.38187028468842	0.000719941316264477	0.00271556812275198
SPRR2E	28664.2019790496	-0.838331979063306	0.247900288535492	-3.38173054987502	0.000720307605521155	0.00271647788362138
PDE3A	301.34762322795	-0.455609210411073	0.134736665603789	-3.38147903816214	0.000720967333781117	0.00271849377549174
TPTEP1	234.01662709283	-0.746720481960298	0.220831086900661	-3.38141016484786	0.000721148089938094	0.00271870325920238
PRDX2	8144.71089091548	0.327812065535087	0.0969505583893233	3.38122926758911	0.000721623050450024	0.00272002161786535
C3orf62	427.324884434081	0.236129373182717	0.0698364098052596	3.38117858350921	0.000721756177746886	0.00272005126688192
KCTD10	4331.56656137935	-0.169409789136174	0.0501120417050238	-3.38062037331019	0.000723223888290566	0.00272510961898831
GTF2E1	913.406278268444	0.170657936995279	0.0504960941130185	3.37962648384881	0.000725844002412596	0.00273450772248257
CPXM1	1227.84497212312	-0.47950629216647	0.141905071288711	-3.37906381929718	0.000727331217921467	0.00273963528138155
LRRC59	11271.7142853834	-0.185864743807653	0.055007685391762	-3.37888683161151	0.000727799610586799	0.00274092413178848
AKR1A1	5817.95942684295	0.208480810149219	0.0617025467919873	3.37880397144795	0.000728018993840279	0.00274127491785012
PPP3CB-AS1	167.761742925966	0.206152838466555	0.0610198838804744	3.37845347051736	0.000728947671147993	0.00274429588747896
PCDH18	435.51021885872	-0.441585864927989	0.130714811260117	-3.37823893613136	0.000729516638152996	0.00274596183003854
UNC13B	2346.452824796	0.312002838819491	0.092357957318102	3.37819120170536	0.000729643290797684	0.00274596257533305
LGI4	147.577773834408	-0.384894574113425	0.113938060753175	-3.3781036079526	0.000729875754400363	0.00274636146366382
LRMP	266.29815679563	0.55051851615656	0.163002589559803	3.37736055386152	0.000731850502260814	0.00275331490931975
THEM6	1806.72877060887	0.29950554705035	0.0886823719753709	3.37728389959539	0.000732054501543648	0.00275360531803574
GAS6	6910.02290268267	-0.350807278537936	0.103897252376531	-3.37648273186846	0.000734189805027587	0.00276115892209457
FAH	1339.6576714664	-0.293108881707599	0.0868299204311754	-3.37566682374111	0.000736370339990877	0.00276887998838128
COMMD9	1994.00470680514	-0.225997158336686	0.0669524858804786	-3.37548569503646	0.000736855226204838	0.00277022355211878
NTM	551.738841266445	-0.464117680736338	0.137518801779155	-3.37493982445888	0.000738318330049052	0.00277524364497406
NEK4	640.560971042863	0.207838748398792	0.0615845815574351	3.37485037882342	0.000738558329460731	0.00277566530360675
C1RL	2245.60625470918	-0.21994204199472	0.0651734386078353	-3.37471900659049	0.000738910957165378	0.00277651002506423
HELZ	2488.57038853381	0.209804737288481	0.0621736810565241	3.37449437966752	0.000739514260243402	0.00277829622165839
TIGIT	442.101436248514	0.475935986092103	0.141051125965742	3.37420905245163	0.000740281251849361	0.0027806966586938
DPYSL4	190.197991230553	-0.644790837035705	0.191120966733229	-3.37373155890175	0.000741566461151263	0.00278504249462118
CCDC163	100.523398801373	0.298995242948484	0.0886274051930559	3.37362063457897	0.000741865318666115	0.00278568310476132
SLC6A5	1.95013716602985	-0.83379819405111	0.247178685631651	-3.37326089391724	0.000742835318669639	0.00278884317858078
VAC14	3455.99187780225	-0.158671658153812	0.0470414232651856	-3.37301992882604	0.000743485712392659	0.00279080246233476
TMEM177	567.887819916286	-0.233052073220917	0.0691207853244782	-3.37166414019872	0.000747155018672816	0.002804091121756
PLIN4	199.049907279517	-0.613974843976484	0.182111738816681	-3.37141827301165	0.000747822232382383	0.00280611020842983
CDK4	4783.53795419106	0.188421215579226	0.0558936784884193	3.37106486233976	0.000748782257917951	0.00280922714766557
RDX	4102.94144604082	-0.266756307770773	0.0791440028332762	-3.37051827328874	0.000750269298743008	0.00281431988637147
PGF	3126.25158438345	-0.47480935392446	0.140877545771789	-3.37036929003302	0.00075067509541049	0.0028153557334782
ZNF419	276.117869926247	-0.267075920168614	0.0792542910135833	-3.36986069464478	0.000752061930190149	0.00282006990400261
COL4A5	4410.29010628997	-0.374710507864718	0.111218174291736	-3.36914816531529	0.000754008852630312	0.0028268822919315
SRP72	6440.31545021235	-0.163164195195963	0.0484314654625965	-3.36897084648357	0.000754494087181201	0.00282821320613495
SRSF7	5424.57161061412	0.145452756771602	0.0431754137831845	3.36887927703548	0.000754744781307056	0.00282866464033185
CLEC12A-AS1	31.5247142741724	-0.653437420378298	0.193970725137203	-3.36874247346396	0.000755119459194591	0.00282916875291138
NOL7	2405.4813702213	-0.189246451066437	0.0561773038276321	-3.36873502592967	0.000755139861472456	0.00282916875291138
BTBD18	2.8395335075566	0.485698445170091	0.144181089411924	3.36866954710306	0.000755319260622721	0.00282935272458554
PTRH2	1199.96507656845	-0.25462712035552	0.0755945621437732	-3.36832588396034	0.000756261479393935	0.00283239358831309
MFAP4	1377.98348430118	-0.609623022433681	0.18099370161693	-3.36820020247963	0.000756606331878441	0.00283290886275561
DUOX2	3262.6721387179	0.663708033435962	0.197052385597668	3.36818065623975	0.000756659977157842	0.00283290886275561
SELENOS	3140.04494002579	-0.177911155887583	0.0528234585942518	-3.36803307890451	0.000757065121881295	0.00283368258655028
KRT32	22.0173293153204	0.616125736986839	0.182934634622751	3.36801031831626	0.00075712762455283	0.00283368258655028
RAB26	112.042189730834	0.538611122680049	0.159991776079012	3.36649255280506	0.000761306378061301	0.00284883129408946
SHQ1	819.598966742806	0.169158610426611	0.050249813096501	3.36635302706012	0.00076169159700987	0.00284978170728279
CEACAM19	1702.95167325419	-0.443196140890797	0.131661117739993	-3.3661885034732	0.000762146065440151	0.00285099083738723
FAAP20	2056.30720071738	-0.290488746594305	0.0863039756623026	-3.36587908453897	0.000763001464716012	0.00285369907101416
FMNL2	3523.73366291427	-0.279855787919506	0.0831543524146889	-3.36549777363272	0.000764056837947551	0.00285715416497866
MRPL41	1975.35786411935	-0.357812297827322	0.106338343269014	-3.36484739960759	0.000765860038518834	0.00286340405241675
TFAP2A	5143.99363807898	-0.266955829323539	0.0793388076663375	-3.36475726287988	0.000766110259456935	0.00286352418377611
NOL4	2.52547685907132	1.05812900445173	0.314475634313002	3.36474082249107	0.000766155906412119	0.00286352418377611
DSCC1	548.692112387209	0.261027608483018	0.0775824171423649	3.36452018508303	0.00076676875346586	0.00286532154216334
FADS3	1628.07719261425	-0.419300992784833	0.124653396206564	-3.36373500879195	0.000768953369172999	0.00287299077969575
MMP20	9.03253532774146	-0.965186422980807	0.28698469379133	-3.36319826061039	0.000770450100954423	0.00287755380486649
MUC2	69.9296542958993	0.979464168327544	0.291231621464763	3.36317932579328	0.000770502950382976	0.00287755380486649
TTBK1	30.4023761020542	0.479299566539817	0.142515611057248	3.36313729411219	0.000770620278058246	0.00287755380486649
ZKSCAN3	192.038265981617	0.235387840506219	0.0699911828942952	3.36310704823657	0.000770704716974602	0.00287755380486649
TRIO	5313.18671875169	-0.282222883952276	0.0839190342856109	-3.36303779416426	0.000770898089366696	0.00287778098858481
METTL25	178.189686356572	0.189857044104265	0.0564578186128593	3.36281225114535	0.000771528166664128	0.00287963804384867
NOL10	2274.42183734855	-0.145078027442371	0.0431459801317465	-3.36249233414965	0.000772422707293599	0.00288248136945876
EFNA2	5.37749209954573	-0.769937213892854	0.228993255156247	-3.36227027022044	0.000773044200665821	0.00288430495145332
MICALL1	11236.1274472944	-0.25027202024129	0.0744411663737187	-3.36201100053757	0.000773770409697452	0.00288651854433606
SPAG7	2335.28738047443	-0.23002454629953	0.0684327815697925	-3.36132100760707	0.000775706152329667	0.00289324271690806
TMPRSS13	2377.85902664225	-0.466180105486688	0.138711181302377	-3.36079688104205	0.000777179568077148	0.00289824048098837
CCDC188	12.8450850322053	-0.391292480035317	0.116442331347171	-3.36039716405784	0.000778304991453173	0.00290193902634026
SNRNP40	2502.3371979276	0.14664484097193	0.043640896719053	3.36026186436968	0.000778686277145391	0.00290286223316947
LNX1	596.012252232224	0.378702914119322	0.112702690551173	3.36019408469552	0.000778877351045874	0.00290307615481654
RPL27A	38152.8584697151	-0.29443284624972	0.0876300657633135	-3.35995235978683	0.000779559138706027	0.00290511870550908
WARS2	711.968054801934	0.184767271666329	0.0550038848759555	3.35916766757504	0.000781776191453246	0.00291261159806697
SMURF2	1429.25079217535	-0.189679099571825	0.0564664680986141	-3.35914580739432	0.000781838038458779	0.00291261159806697
ADAD2	44.0100937892438	0.489695412347276	0.145823525235636	3.35813725224362	0.000784696394537536	0.00292263825141211
RAB32	1530.5255870272	-0.312231633653266	0.0929787971297462	-3.35809499898742	0.000784816356341422	0.00292263825141211
STRN3	2405.71910666645	-0.239815553986135	0.0714150418219313	-3.35805381986752	0.000784933284929101	0.00292263825141211
ZNF689	492.576811715865	0.189236835745137	0.0563609947396138	3.3575850926586	0.000786265381334757	0.00292709630647767
POMP	5219.04723556621	-0.237827204949155	0.0708365123413953	-3.35740985952203	0.000786763922709663	0.00292845021968466
FKBP1A	14160.2286332773	-0.19968913531536	0.0594804609448718	-3.35722239107121	0.000787297598610684	0.00292977547958862
EIF2AK3	1156.66387020139	0.22956506925131	0.0683801239895229	3.35719001162507	0.000787389808836252	0.00292977547958862
PAWR	3609.60869479519	-0.188073871080306	0.0560281180692961	-3.35677651795648	0.000788568238316534	0.00293365758009997
SPIRE2	356.620320785085	0.470089495927759	0.140084233801499	3.35576305177841	0.000791463476107471	0.00294373391116115
KLK9	34.2669783019052	-0.711424634935732	0.212002718009947	-3.35573355669125	0.000791547884285977	0.00294373391116115
AKR1E2	111.360497860416	0.488179553114858	0.14550382451048	3.35509774232565	0.000793369471783766	0.00295000309585351
PALMD	2006.41754445905	-0.360428048099531	0.10743231897282	-3.35493128646622	0.000793847004612099	0.0029512733616079
RAB1B	12952.4976149219	-0.188879011543743	0.0563008492392678	-3.35481638546948	0.000794176791141329	0.00295199401226189
PITPNA	5758.75637988046	-0.159621252644101	0.0475817124697851	-3.35467649983094	0.000794578459716491	0.00295298155960014
FRGCA	1.10423048950548	1.47710615016457	0.440345662140261	3.35442421071035	0.000795303361115552	0.00295516983001783
FBXL15	661.316191930372	-0.32346760847952	0.0964449012620112	-3.35391092993871	0.000796780063854894	0.00296015039976202
C6orf223	174.131020618218	0.713043897636723	0.212618765153871	3.35362637028156	0.00079759983466759	0.00296268908823242
SERPINA3	38.8788389608559	-0.787490658723928	0.234829250740237	-3.35346067937267	0.000798077524153195	0.00296364963747188
SIRT7	1788.56550840969	-0.233478634430791	0.0696244590908974	-3.35339961673492	0.000798253635638668	0.00296364963747188
TAT	4.27650419700014	-0.709404046446555	0.211548032225413	-3.35339468291843	0.000798267866892609	0.00296364963747188
LOC100506411	229.518620180619	-0.451040285769143	0.134513716694568	-3.3531174132471	0.000799068010701376	0.00296611313715904
KLHL4	66.1167026859478	-0.783059438323629	0.233536628137083	-3.35304763355573	0.000799269497877417	0.00296635398161137
CCDC91	1485.70733200347	-0.242956046317637	0.0724632686265104	-3.35281654999417	0.000799937082746282	0.00296809605626764
WFDC10B	2.43560123779385	-0.903602765609141	0.26950766984715	-3.35279053884297	0.000800012259605549	0.00296809605626764
HMGXB4	1630.80479055793	0.186744967373927	0.0556992666693795	3.35273655364999	0.000800168307353028	0.00296816788421097
C10orf71	196.933473827318	-1.34477531796125	0.40113769801424	-3.3524032386343	0.000801132402081046	0.00297123656894789
LMX1B	221.08437887934	-0.679959611294922	0.202845808622381	-3.35210086869844	0.000802007922321855	0.00297397575703878
RNF187	9279.77063184421	-0.185254109403393	0.055271570966375	-3.3517069655229	0.000803149811323982	0.00297770157980199
KRT74	35.1243292835774	-0.502368565390139	0.149890732682829	-3.35156521286182	0.000803561108254865	0.00297871790128959
HSPA14	1404.72874806265	0.181682852005	0.0542232751584043	3.35064327033443	0.000806240908020778	0.00298814154594149
PELI3	701.152439115915	-0.219185416464328	0.0654193125126921	-3.35046957917516	0.000806746701547908	0.00298950590855168
ITGAE	987.565760026194	0.28253540248924	0.0843345435618735	3.35017408711002	0.00080760785934102	0.00299218642989085
RBAKDN	5.25565677397895	-0.877417643261313	0.261913131388443	-3.35003303809161	0.000808019221697918	0.00299319982926822
CHADL	139.721155431671	0.423964456397812	0.126559675951042	3.34991736674339	0.000808356716452628	0.00299393929690753
MBIP	845.04538694283	-0.226282939849094	0.067554335664935	-3.34964347768058	0.000809156365278713	0.002996389916785
DLGAP5	1832.02545645812	0.253091333359508	0.0755626289331746	3.34942466842088	0.000809795730014783	0.00299824625358415
PARP12	4409.84374375557	-0.273052106838954	0.081526717894333	-3.34923462996336	0.000810351406271131	0.00299979215601391
PRELID2	193.501986575816	0.307781400333679	0.0919173978641066	3.34845641288401	0.00081263062164506	0.00300771671195202
SDC1	75644.8362593894	-0.270680294169758	0.0808476080105848	-3.34803095391913	0.000813879204692433	0.00301182463017999
GYG2P1	29.0198124268243	-1.32735547137339	0.396467122710381	-3.34795849476534	0.000814092025939671	0.0030120988828216
USP54	1340.30636469592	0.31169111734535	0.093111321791245	3.34751039238987	0.000815409303962196	0.0030163409139856
LOC442497	8.25198714878788	0.738036479249688	0.220475641461573	3.34747400827189	0.000815516348423185	0.0030163409139856
ZW10	1188.68522663121	-0.168285947779126	0.0502834523340601	-3.34674609573566	0.000817660656490365	0.0030237570088025
LINC01915	2.91692473728838	-0.618706838005011	0.184874392817384	-3.34663350925057	0.000817992784111929	0.00302447016975831
C14orf132	675.50395886313	0.435007373528973	0.130006291744725	3.3460486234246	0.000819720199309013	0.00303034118624365
CSK	5087.72865895805	0.170691609356002	0.0510179723098981	3.34571527694537	0.000820706225964777	0.00303346990584258
SNORD15B	4.52996637826278	-0.539909466918009	0.161395195283744	-3.34526356852699	0.000822044118812749	0.00303789789653146
TAF8	1425.9929692439	0.162100817556786	0.0484658457622727	3.34464023081116	0.000823893674902229	0.00304421493117269
SDR39U1	264.949338877363	0.200339833164143	0.0599038967816516	3.3443539390163	0.000824744447723639	0.00304684002761463
IGFBP7	10990.0258003936	-0.292612061580998	0.0874983894703651	-3.34419940015128	0.00082520402924228	0.00304801930515328
FBXO38	1532.66781784308	0.14746455795421	0.0440983461221009	3.34399293673974	0.000825818399373067	0.00304949418922699
NAGS	387.611202059059	-0.358478632161895	0.10720213783366	-3.34395040440451	0.000825945014916224	0.00304949418922699
NPEPPSP1	34.02635061036	-0.407812450483656	0.121956267993556	-3.34392366372841	0.000826024629105833	0.00304949418922699
GABRB1	2.68444324263507	-0.996296676711665	0.297961473584766	-3.34370972436553	0.000826661840543576	0.00305132787139278
POR	6593.77577029693	-0.230875046708938	0.0690548428750901	-3.34335778775945	0.000827711064470785	0.00305468146923574
MYL10	1.43056458486606	-1.0402671660846	0.311174594121654	-3.34303373648142	0.000828678246566572	0.0030577312020719
EIF4EBP1	4957.69626737227	-0.374176422958756	0.111940213016919	-3.34264526459498	0.000829839083861795	0.00306149434353702
SAA2-SAA4	122.120282189868	-0.739402716991487	0.221206384826189	-3.34259211176235	0.000829998033192816	0.00306156060655376
SPSB2	551.418239580293	-0.295740438920722	0.0884958239392288	-3.34185756746907	0.000832197523674948	0.00306893476016776
GPR21	3831.65478567028	0.184226118721666	0.0551273142598579	3.34183011080977	0.000832279843547222	0.00306893476016776
ACSS3	73.7966305329183	-0.487579744502461	0.145909898270862	-3.34164954043992	0.000832821413353842	0.00307041035500487
SH3BGRL3	19697.8541642846	-0.266158715547548	0.0796588939863631	-3.34123036648126	0.000834079867689292	0.00307452797943863
LINC00460	89.7271554309033	-0.705277258367147	0.211094014162297	-3.34105759069465	0.000834599092587358	0.00307591977181509
MIR429	10.0363312457101	0.564663002487917	0.169012132408453	3.34096135254534	0.000834888436973764	0.00307646400965303
CASC1	12.0623362237136	0.571387451581077	0.171031525670986	3.34083116746708	0.000835279992423835	0.00307738463445598
ASPA	16.2551051993515	-0.594149873017181	0.177855420728421	-3.34063404187397	0.000835873207976945	0.00307904778816274
SAMD5	218.580308868201	-0.599289167974683	0.179404030733461	-3.34044427833979	0.000836444637834422	0.00308033064707031
ADAL	336.773947792086	0.197825729059271	0.0592217389899341	3.3404241826282	0.000836505172727314	0.00308033064707031
C12orf45	529.697869547738	-0.262420317845189	0.0785692435454914	-3.33998783752129	0.000837820590210469	0.00308440020620345
GOLPH3L	1409.01152556235	0.255907076790303	0.0766199465100631	3.33995373850454	0.000837923466793223	0.00308440020620345
IGFL1	2591.04625658323	-0.821087245245674	0.245840665407519	-3.33991629856921	0.00083803643640803	0.00308440020620345
SPRR2G	9411.75274385229	-0.945631258992938	0.283143705749039	-3.33975730271428	0.000838516340915727	0.00308564350838587
NYNRIN	1567.72368474031	0.450860799792922	0.135000612410747	3.33969447798617	0.000838706037936602	0.00308581864008697
POC1B	720.113620132629	0.195600552699994	0.0585744167876476	3.33935126335297	0.000839743065179272	0.00308911073358765
UAP1	3303.37000680136	-0.206166801683736	0.06174280954173	-3.3391224535125	0.00084043507753999	0.00309113274200218
MYH9	112894.37924431	-0.249865616089086	0.0748325976947531	-3.33899428572965	0.000840822939205744	0.0030920355842257
ALDH1L2	952.027945526744	-0.47852197567834	0.143316566130589	-3.3389159997199	0.000841059930194527	0.00309238340402542
SYT3	17.9673917354015	-0.694900465308389	0.208152012201973	-3.33842780551224	0.000842539212445611	0.0030972979512877
LINC02616	4.31515874741759	-1.93356508132907	0.579197591411122	-3.33835138474636	0.000842770994115002	0.00309762561564104
RPL23	31119.9135550611	-0.239024036844941	0.0716114506614989	-3.33779073928815	0.00084447322265183	0.00310335691824073
LOC105373098	348.021524783304	-0.438187949417076	0.131293028789175	-3.33748069839032	0.000845415935840261	0.00310629560859074
NPY4R2	2.75864243362221	-0.67390297722191	0.201931602110263	-3.33728336812744	0.000846016448252519	0.00310780519117026
CARS2	2106.33906792416	-0.229630403246583	0.0688082373268312	-3.33725164555321	0.000846113022804448	0.00310780519117026
ODC1	20956.4418560277	-0.540581520348133	0.161989864279738	-3.3371317566796	0.000846478098591536	0.00310862031302473
BAG2	575.097050793195	-0.378845875055834	0.113538544306892	-3.33671597930498	0.000847745322019439	0.00311261894270069
PDZD4	182.563135439427	-0.514245426117295	0.154119429658766	-3.33666836982125	0.000847890540384085	0.00311261894270069
ITGB7	246.939038968326	0.423089231389456	0.126801230236791	3.3366334900645	0.000847996945199966	0.00311261894270069
PDZD2	1116.22593586286	0.438234360796471	0.131372807232285	3.33580723460992	0.000850521159321367	0.0031213565953462
AOPEP	4471.03623225439	0.27565083490155	0.0826352519741277	3.33575354726157	0.000850685415273409	0.00312143186763469
SP140	262.306394566981	0.496836011729075	0.148954584826422	3.33548653308014	0.000851502779823586	0.00312361471689802
LOC105375267	9.23037063521076	-1.07451348825494	0.322148009887461	-3.33546523733085	0.000851568000185874	0.00312361471689802
ITPK1	3805.17988776042	-0.220580833694787	0.0661474683405928	-3.3346829323689	0.000853967100915638	0.00313188576192925
CACNA1C	323.330389213972	-0.42206845750781	0.1265906325771	-3.33412077114591	0.000855694953934933	0.003137692658679
GAD1	134.631148057313	0.600316701064316	0.18007759722744	3.33365565904408	0.000857126967983418	0.0031424129849333
SMIM10L2A	141.638202100213	0.623823314503943	0.187157008285226	3.3331549815823	0.000858670966271921	0.00314754220671755
RECQL4	2074.22821346716	0.317026443469804	0.0951458884087345	3.33200360805817	0.000862231383386154	0.00316005982957474
AGAP1	1465.87593301264	0.242505809420989	0.0728020818019691	3.33102850108923	0.000865257428770033	0.00317006516185608
BYSL	1939.52249261487	-0.202631105041585	0.0608316183037794	-3.33101618355261	0.000865295716634523	0.00317006516185608
ACTB	341613.994024001	-0.189853182134058	0.0569961450961155	-3.33098285531238	0.000865399322103745	0.00317006516185608
LINC00968	14.3798691190667	-0.54668232666176	0.164158366628568	-3.3302130003444	0.000867795727257879	0.00317830733975457
LPCAT2	2271.351209416	-0.313111403288919	0.0940304903395306	-3.32989227386051	0.000868795899365141	0.00318143388781012
CBX4	1923.90972396488	-0.207162059856015	0.0622146796289115	-3.32979388613208	0.000869102931540233	0.00318202160822731
MRVI1-AS1	12.4489209549491	-0.52269462369966	0.156977808237031	-3.32973577329101	0.000869284327755461	0.00318214922070294
METTL6	417.503402893834	0.145252136612641	0.0436242091127357	3.32962223423407	0.000869638835321806	0.0031829103841249
ROMO1	3436.5734315017	-0.38249425496199	0.114880488926823	-3.329497102033	0.000870029695903613	0.00318380432196612
ZBTB7C	2121.99082691973	0.587422392738562	0.176435057433499	3.32939723705404	0.000870341749128652	0.00318440961791553
HSPA5	47618.5384710018	-0.190533344698596	0.0572301904724233	-3.32924533582333	0.000870816601678052	0.00318561026035022
TCFL5	915.002507372312	-0.200360196256364	0.0601872194616406	-3.32894920297922	0.000871743021774776	0.00318846213876356
VILL	397.444517961921	0.36952856643076	0.111012833830301	3.32870131930545	0.000872519201983748	0.00319076363608573
HGSNAT	4120.42809988335	0.239254838586484	0.0718867456349754	3.32821908229601	0.000874031031934331	0.00319575414353494
ARL5A	2651.73735576917	-0.218745152842854	0.06572592554165	-3.32814108040573	0.000874275798671197	0.00319611093739816
TFRC	15351.4087105006	0.382128044444755	0.114827760346431	3.32783678173196	0.000875231283132491	0.00319906536159267
CDK5R1	1387.2278313844	-0.35783519073525	0.107539250745663	-3.32748450685742	0.000876338619853779	0.00320257373445386
OR51B5	10.0879427944453	-1.39587675041178	0.419565908989447	-3.32695464646745	0.000878006623126841	0.00320812953410724
TGM5	488.492741075237	-0.592546553990007	0.17811045205005	-3.32684885794067	0.000878339998255212	0.00320880771569851
CCDC113	257.049642832031	-0.399686397805274	0.120157933395282	-3.32634214413818	0.00087993845126614	0.00321410655496118
HYDIN	7.96901004608623	-0.634678737141253	0.190813021717945	-3.32618147035803	0.000880445867292115	0.00321541910666806
KRT25	5.5424054230491	-0.900513117940938	0.270763234337505	-3.32583232780582	0.000881549412650484	0.00321890793605267
ANGPTL6	23.216356255085	0.280460421151751	0.084346847721101	3.32508479841611	0.000883916464359035	0.00322700841014735
ACSL6	37.4798222080096	0.631558443040277	0.189954367176818	3.32479032952369	0.000884850516656416	0.00322987543607229
ZNF100	197.776233663828	0.340675137158673	0.102467195846621	3.32472392109389	0.000885061289916785	0.0032301018337047
ADAMTSL3	112.336021817464	0.647648579647949	0.194843853481409	3.32393641408731	0.00088756430401112	0.00323869246540102
PPP1R21	1317.16226412822	-0.16718132518848	0.0502994890363048	-3.32371816079113	0.00088825916118921	0.0032403123657216
CNTN4	79.3836651777763	0.641812164557536	0.193101524985391	3.32370324162945	0.000888306678017071	0.0032403123657216
C1QL1	139.857857342232	0.587424390414891	0.176743817145627	3.32359230383084	0.000888660083595324	0.00324105705664637
SFPQ	14900.4300881061	0.111319789449089	0.0335017124885617	3.32280893065082	0.00089115932417659	0.00324962631813512
TIMP1	10814.7897144216	-0.391488263266809	0.117828543895122	-3.32252483417998	0.00089206730224167	0.00325239111285727
TRIM41	1802.16620706217	0.161498953528631	0.0486090559520261	3.32240465003105	0.000892451671266018	0.00325324627187201
TMLHE-AS1	1.47047906610462	0.563527479861374	0.169624717635314	3.32220143218122	0.000893101945225782	0.00325507028207081
CHKB-CPT1B	49.5049605794153	0.424007615776731	0.12763360359591	3.32206882694582	0.000893526503631681	0.00325607115730189
DNASE2B	7.28229664271851	-0.97975171096902	0.294996010409927	-3.32123715709766	0.000896193506129473	0.00326524194389287
HNF4G	48.1626036490052	0.779033351142297	0.234640622887794	3.32011286687913	0.000899810615196424	0.0032774570276055
TNFAIP1	7918.42858123801	-0.189927070001962	0.0572052037603419	-3.32010127605962	0.000899847975988211	0.0032774570276055
CXCR2	237.875193383666	-0.593474336278102	0.178771815802681	-3.31973098563337	0.000901042293354103	0.0032812566493685
GBGT1	225.187175850768	-0.347625622365911	0.104720611949774	-3.31955300769862	0.00090161685766137	0.00328226387432059
EEF1D	8893.47022285778	-0.224815376351436	0.0677246203217235	-3.3195516679674	0.000901621183989056	0.00328226387432059
SQOR	5116.26908915343	-0.312995780145357	0.0942978629492193	-3.31922453336944	0.000902678159683089	0.00328556088459911
MAPK3	3602.09781437743	-0.21755685358005	0.06555287845919	-3.31879939819103	0.000904053492421576	0.00329001534907567
CCDC174	757.828826543412	0.148209241055526	0.0446666463719713	3.31811884468068	0.000906259159125215	0.00329748955100604
EVI5	921.734814326494	-0.185378738169957	0.0558841234634236	-3.31719863677003	0.000909249474549213	0.00330781577145856
MAT2A	6480.71495336372	0.214327513493854	0.0646275906013776	3.31634695800163	0.000912025242584057	0.00331735814785809
RGS6	66.4553641389576	-0.638639047308364	0.192579248668326	-3.31624020617234	0.000912373718513232	0.00331806988737478
MGAM	37.6926303139043	-0.584970770121387	0.176404093006985	-3.31608388529978	0.000912884228065939	0.00331937056471063
SEPTIN7	7790.47749964294	-0.154173182089649	0.0464955968894013	-3.31586628420708	0.000913595306046611	0.00332139997836969
LINC01807	27.24165111265	-1.22020023559003	0.368001021180008	-3.31575230872299	0.000913967960525376	0.0033216610458081
CPM	1410.56939878293	0.401189254844421	0.120994997738392	3.3157507528687	0.000913973048524219	0.0033216610458081
SNORA7B	1.14562706231528	0.634375662808839	0.191326004316869	3.3156792516202	0.000914206902258205	0.00332195496695732
S100A10	31377.928705213	-0.301532040619288	0.0909439185428902	-3.31558223408949	0.000914524298830874	0.0033225523087021
HIKESHI	1351.5991728489	-0.227824473072897	0.0687171330399774	-3.31539549154875	0.000915135521680377	0.00332421677037293
KCTD19	8.34803535488774	0.58445721154343	0.176289048524531	3.31533476659556	0.000915334360722209	0.0033243829474967
CUL1	4094.5237202317	-0.150452962440748	0.0453874739056633	-3.3148564899968	0.000916901839498883	0.00332951897068867
MAPK4	34.6103082748164	0.776017202452328	0.234118709642046	3.31463129810861	0.0009176407326177	0.00333164496050717
KSR2	42.0353376992161	0.589297294709754	0.177806017873668	3.3142708090367	0.000918824707652444	0.00333538591218201
DBF4B	480.647962327835	0.231700700101924	0.0699159763832946	3.31398790502031	0.000919754856791145	0.00333778991447908
TATDN1	984.448612109889	-0.21272827615984	0.0641914831489425	-3.31396418534606	0.000919832883419169	0.00333778991447908
