Taxonomy	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	tax_class
o__unclassified-f__Unikaryonidae	129.009385646439	0.105725342732712	0.064605519685785	1.63647538549209	0.1017401331394	0.81916479267522	order
s__Bacillus pseudofirmus	1.41049160259485	-0.283003261534926	0.172979652519551	-1.6360494278536	0.1018292431098	0.423899039932852	species
s__Leptotrichia goodfellowii	1.50576070220219	-0.300002143781192	0.183472254676922	-1.63513630063285	0.102020477894287	0.423899039932852	species
s__Entomoplasma melaleucae	3.42812582363471	0.285289818212489	0.174716112936004	1.63287640400395	0.102494993722334	0.424773066766788	species
s__Streptomyces atratus	1.53362834114791	-0.277305603943977	0.170014027265856	-1.63107484954959	0.102874526819678	0.425249972046382	species
g__Anseongella	1.47800743410497	-0.278799147456879	0.170951651467123	-1.63086548193129	0.102918706654345	0.621089653030484	genus
o__Bunyavirales	15.4967460811406	0.243338857036752	0.149434210483684	1.62840126266348	0.103439830078086	0.81916479267522	order
g__Yangia	10.6575158320344	0.193442147319693	0.118913057931083	1.62675277791446	0.103789614548723	0.621089653030484	genus
g__Rhodobacter	219.423704246751	0.344125532497659	0.211704635305572	1.62549833640133	0.10405641802258	0.621089653030484	genus
s__Anseongella ginsenosidimutans	1.47078238070145	-0.278366502092417	0.171315078337371	-1.62488033624355	0.104188058848324	0.429146919598824	species
g__Gluconobacter	2.57148377621162	-0.23660960578908	0.145639815166663	-1.62462171157191	0.104243187996071	0.621089653030484	genus
s__Campylobacter iguaniorum	5.65279777626889	-0.24241798662689	0.149273898899385	-1.62398107381309	0.10437984789456	0.429146919598824	species
s__Deep-sea thermophilic phage D6E	5.92915256416017	-0.290611336350485	0.179072833456373	-1.62286668916358	0.104617905772848	0.429146919598824	species
s__Brucella melitensis	1.18508295117599	-0.352786997124522	0.217406861592189	-1.62270406067624	0.104652682932633	NA	species
s__Nostoc flagelliforme	1.67095274653002	0.253848691904358	0.156573746946947	1.62127238348822	0.104959235051173	0.429451526621593	species
f__unclassified-s__Clostridiales bacterium CCNA10	1.74401166416082	-0.319186355985068	0.196953748318857	-1.62061579791984	0.10510006200087	0.611347859870439	family
f__Eggerthellaceae	9.95068519228908	0.114288806584031	0.0705570219072912	1.61980768879675	0.105273594127067	0.611347859870439	family
s__Capnocytophaga sp. oral taxon 323	1.31684939874726	-0.328507533936479	0.202911680201269	-1.61896808311198	0.105454130540005	NA	species
o__Thermoanaerobacterales	38.8440490104902	-0.122001766838003	0.075390249637696	-1.61826983494959	0.105604458541898	0.81916479267522	order
g__unclassified-s__Clostridiales bacterium CCNA10	1.72532362329269	-0.3187902850764	0.197103963754444	-1.61737125425623	0.105798166868318	0.623982332189922	genus
k__unclassified-p__Bacteroidetes	2454.9659108283	-0.121313119844414	0.0750367780499305	-1.61671546936212	0.105939713170743	0.854176447521327	kingdom
g__Hippea	1.54365978818185	0.242875436748158	0.150246287975625	1.61651538963519	0.105982928784017	0.623982332189922	genus
s__Desulfovibrio fairfieldensis	1.37050986595213	0.257451580130666	0.159384197771645	1.61528924278632	0.106248072098371	0.433072191268986	species
o__Eggerthellales	9.88050112190763	0.114057981527793	0.0706332147579829	1.61479244458292	0.106355649877722	0.81916479267522	order
k__unclassified-p__Negarnaviricota	16.8063258170533	0.21859621218633	0.135424192450695	1.61415924459669	0.106492889553298	0.854176447521327	kingdom
s__Clostridiales bacterium CCNA10	1.71725505606208	-0.318312881375243	0.197233675322457	-1.61388708522941	0.106551920455191	0.433072191268986	species
s__Hippea maritima	1.53675334546796	0.243316396530798	0.150827293034077	1.61321198329684	0.106698460878692	0.433072191268986	species
g__unclassified-s__Deep-sea thermophilic phage D6E	5.97090346487092	-0.288717851348527	0.178989473546415	-1.61304374848422	0.106735003474592	0.624713696807171	genus
s__Synechococcus sp. WH 8020	1.15840720537162	0.273096514322118	0.169379970689719	1.61233062687438	0.106890012084827	NA	species
s__Tumebacillus avium	3.07890531249027	0.254821280992833	0.158079060583691	1.61198630642118	0.106964919581021	0.433072191268986	species
s__Roseovarius mucosus	1.1440289643711	0.277263182073958	0.172038907191042	1.61163068634276	0.107042328987721	NA	species
s__Corynebacterium sp. ATCC 6931	1.24162194568158	-0.316108264700026	0.196227707198799	-1.61092574138766	0.10719590868934	NA	species
s__Bacillus mycoides	2.09460663745916	-0.445254852170223	0.276604758250432	-1.60971508583775	0.107460070040759	0.433072191268986	species
p__Negarnaviricota	16.8115533016125	0.217995444861325	0.135448516872413	1.60943397458288	0.107521481354693	0.819834923793179	phlyum
g__Marinobacter	14.6409385845022	0.100865714864834	0.0627307179282185	1.6079158376643	0.107853612688226	0.625437360784965	genus
s__Neorhizobium sp. NCHU2750	1.45925831804034	-0.303178318845907	0.18857354150234	-1.60774579737182	0.107890863886171	0.433072191268986	species
g__Parvimonas	3.78225560603245	-0.698043034243061	0.434452198164519	-1.606719996336	0.108115805080416	0.625437360784965	genus
s__Muribaculum sp. H5	1.44265003744793	0.303949815093863	0.189279468561302	1.60582559431385	0.108312235430665	0.433072191268986	species
s__Parvimonas micra	3.76155936531315	-0.692310005034176	0.431403646348637	-1.60478477846404	0.1085411769286	0.433072191268986	species
s__Geobacillus thermodenitrificans	3.13428013344146	-0.269468598257494	0.167926985089012	-1.60467716439177	0.108564869921001	0.433072191268986	species
s__Leptospira interrogans	4.43686141519213	-0.232082037257773	0.144675226359184	-1.60415879828372	0.108679054003001	0.433072191268986	species
s__Rhodobacter sp. LPB0142	208.382266367791	0.366197978509718	0.228656950031582	1.60151693818683	0.109262471482218	0.433072191268986	species
f__Hyphomonadaceae	17.840086353605	0.14401575184336	0.0899668214733107	1.60076514302645	0.109428946667663	0.623491009113917	family
s__Mycobacterium sp. KMS	1.46528544439542	-0.329661791137023	0.205995262347212	-1.60033676202401	0.109523895674344	0.433072191268986	species
s__Stenotrophomonas sp. WZN-1	1.36327779424651	-0.32443788493561	0.202740781908642	-1.60025961171347	0.109541002663596	0.433072191268986	species
s__Corynebacterium stationis	1.20997967248535	0.266274639159296	0.16644243281951	1.59980021109187	0.109642911988432	NA	species
g__unclassified-s__Rhodocyclaceae bacterium	1.22289867186386	-0.30300821482414	0.189560606136583	-1.59847671412179	0.109936923694191	0.632296179628442	genus
f__Borreliaceae	23.7417609468343	-0.184120420843325	0.115189724210466	-1.59841011952519	0.109951733972371	0.623491009113917	family
s__Pseudomonas antarctica	20.3466495876168	0.447298272628637	0.279857650794963	1.59830639383287	0.109974805145701	0.433072191268986	species
s__Rhodocyclaceae bacterium	1.21583942832135	-0.302511083915266	0.1893801117847	-1.59737514707553	0.110182108961676	NA	species
s__Streptococcus suis	1.55514613820776	-0.300490168498545	0.188118781346498	-1.59734273392442	0.110189329973564	0.433072191268986	species
s__Eggerthella lenta	1.318971667415	-0.310463365756152	0.194447935089391	-1.59664007547021	0.110345960365639	NA	species
s__Sporomusa termitida	1.14731638928209	0.272571499744291	0.170925610045708	1.59467911023633	0.110784011752118	NA	species
s__Pseudomonas sp. Os17	1.02639996489444	0.341521147236243	0.21420009711496	1.59440239213781	0.110845936991544	NA	species
s__Plasmodium berghei	4.40363448284054	0.234425543961964	0.147051570773555	1.59417232151132	0.110897444052086	0.433072191268986	species
p__Bacteroidetes	2456.14656606394	-0.1197122602799	0.075109323258386	-1.59384021964988	0.110971826678047	0.819834923793179	phlyum
s__Cupriavidus nantongensis	1.53104066097025	-0.329548773877868	0.206860116936101	-1.59309962093691	0.111137844379801	0.433072191268986	species
g__Sporomusa	1.1546399734638	0.272426024855535	0.171050403633766	1.59266519732291	0.111235318957454	NA	genus
s__Fusarium fujikuroi	184.588816742372	-0.156447382188296	0.0982948144507944	-1.59161379023318	0.111471509595134	0.433072191268986	species
s__Bacillus sp. FDAARGOS_527	1.07246885626574	0.278915520209407	0.175311164074574	1.5909740927324	0.111615406323615	NA	species
s__Lactobacillus paracasei	1.4708996185731	-0.316932404958341	0.199226419801922	-1.5908151402482	0.111651184607883	0.433072191268986	species
s__Moraxella ovis	1.23647931691608	-0.331419050503527	0.208345623465442	-1.59071760179545	0.111673143815033	NA	species
f__Pseudomonadaceae	14219.5849344125	0.30250926603388	0.190279295569635	1.58981703778262	0.111876052261118	0.627026246393709	family
s__Olsenella umbonata	1.13532469545776	0.271906974583839	0.171049090528269	1.58964291329513	0.111915318238972	NA	species
s__Streptomyces albus	3.00080656296111	0.258164578315069	0.162405327618653	1.58963121530884	0.111917956585391	0.433072191268986	species
s__Microvirga sp. 17 mud 1-3	1.36477628982974	-0.285872479215033	0.179845977965812	-1.58954057493227	0.111938401143913	0.433072191268986	species
s__Burkholderia sp. MSMB617WGS	9.81822919187672	-0.310910890077576	0.195637863479884	-1.58921634364272	0.11201155785214	0.433072191268986	species
s__Bacillus pumilus	2.13297006241135	0.246704056448555	0.155491128449607	1.58661178234685	0.112600597251396	0.433072191268986	species
g__Torulaspora	8.9370633650534	0.220019584912785	0.138701207966459	1.5862845618907	0.112674772748973	0.64431838439786	genus
s__Staphylococcus simulans	6.70794708973591	-0.496835326501307	0.313288643067804	-1.58587084943829	0.112768609688217	0.433072191268986	species
k__unclassified-p__Thaumarchaeota	12.5122302105028	-0.0908473671539311	0.0572869798415106	-1.58582923039874	0.112778052995031	0.854176447521327	kingdom
s__Pseudomonas parafulva	1.81217914631007	0.294317627641299	0.18561603854803	1.58562605873706	0.112824161333632	0.433072191268986	species
s__Candidatus Pelagibacter sp. HIMB1321	1.63967357719083	-0.254151414604345	0.160294554410914	-1.58552744064423	0.112846547351807	0.433072191268986	species
s__Pseudomonas sp. St29	1.53399589682573	-0.295739636182059	0.186744692657013	-1.58365751644269	0.113271677511887	0.433668708188367	species
s__Torulaspora delbrueckii	8.89533419209652	0.220148401810177	0.139155586880541	1.58203063739845	0.113642576549254	0.434055256748696	species
p__Thaumarchaeota	12.5156653858036	-0.0904833246920276	0.0572378937007186	-1.58082904247211	0.11391713210433	0.819834923793179	phlyum
g__Pseudomonas	14075.1820943636	0.300255652012375	0.190610048788681	1.57523516687859	0.115202172666627	0.655006638875964	genus
f__Thermomonosporaceae	12.7308968247547	-0.188745552642935	0.119901523613705	-1.57417142797143	0.115447822905603	0.637822725919093	family
s__Halorubrum ezzemoulense	2.64349506579399	-0.282099847364601	0.179297981973968	-1.57335762655466	0.115636032775787	0.439876706484173	species
s__Flavisolibacter tropicus	2.08441980889928	0.290274945251015	0.184533359132999	1.57302152095874	0.115713835101247	0.439876706484173	species
s__Yangia pacifica	9.8079585898926	0.209761830112069	0.133519976111992	1.57101458688195	0.116179260589152	0.440604365630556	species
g__Ahniella	1.55316407140766	0.278523854023039	0.177357532540231	1.57040893630982	0.116320004803019	0.656692551576721	genus
g__Vitreoscilla	2.04044745365818	-0.223664825521451	0.142619036399213	-1.5682676812889	0.1168186750041	0.656692551576721	genus
s__Pseudomonas xanthomarina	1.97782822947328	-0.232531238324648	0.148745457399156	-1.5632829559336	0.117986055426925	0.445580523374148	species
s__Ahniella affigens	1.54551958380075	0.27732715493494	0.177429218213298	1.56302979705152	0.118045586416286	0.445580523374148	species
s__Glaesserella sp. 15-184	2.21009381293801	0.352757589928836	0.225933895720187	1.56133097605557	0.118445678527304	0.446043679325305	species
s__Bacillus sp. Lzh-5	1.1742344638366	-0.336000359226818	0.215369774218487	-1.56010916780715	0.118734085440629	NA	species
o__Propionibacteriales	95.2769889199878	-0.181408206406508	0.116310854134637	-1.55968424233664	0.118834517711934	0.888574117750583	order
s__Runella sp. HYN0085	3.24815133236286	-0.220210889814706	0.141226138307287	-1.55927856170336	0.118930463542576	0.446406173510548	species
g__Amycolatopsis	10.0671250413524	0.108899413842621	0.0698669814545173	1.55866779379203	0.119075028222828	0.662064813527956	genus
s__Enterococcus cecorum	52.1947599304354	-0.15829903817799	0.101566565064162	-1.55857430127708	0.119097169425389	0.446406173510548	species
f__Desulfomicrobiaceae	1.67636177716894	-0.246950230206439	0.158539134770367	-1.55766101892841	0.119313625678342	0.637822725919093	family
g__Campylobacter	62.7931160588123	-0.196123003954628	0.126046434652988	-1.55595836165113	0.11971799395046	0.662064813527956	genus
g__Desulfomicrobium	1.65747282784217	-0.246933450004886	0.158724364293121	-1.55573752715661	0.119770519030183	0.662064813527956	genus
s__Aeromonas sp. ASNIH5	1.22437244794396	-0.314864953974891	0.202461714486094	-1.5551826910787	0.119902565420819	NA	species
s__Aeromonas sp. ASNIH1	1.37913930550869	0.294827267934365	0.18959303198135	1.55505328889601	0.119933378458959	0.4482590840045	species
s__Dietzia psychralcaliphila	2.34840456296132	0.285713733017911	0.183839426651945	1.55414830333887	0.120149045526082	0.4482590840045	species
s__Lactococcus garvieae	1.13551819693198	-0.303695080204582	0.195415821198279	-1.55409668645221	0.120161355491893	NA	species
s__Pleurocapsa minor	1.30436284908299	-0.312969198950149	0.201428155445501	-1.55375100495733	0.120243821551612	NA	species
o__Malpighiales	648.930684161718	-0.0705761968821132	0.0454271227432567	-1.55361362596071	0.120276607098836	0.888574117750583	order
g__Pleurocapsa	1.3097000930002	-0.312913107141397	0.201527009350089	-1.55271051830979	0.120492308326573	0.662374844115693	genus
f__Hyellaceae	1.32348731064554	-0.312506653619369	0.201509819511666	-1.55082593184139	0.120943404354557	0.637822725919093	family
s__Streptomyces platensis	2.49653355094814	-0.258262765084904	0.166607501369887	-1.55012687280828	0.121111067240342	0.45080230583905	species
g__Gallibacterium	2.58711822030969	0.326140287541469	0.21061585853041	1.54850774209094	0.121500099173533	0.664245047679478	genus
s__Pseudomonas marincola	2.46911956264886	0.283279741200826	0.183048387301189	1.54756753324855	0.121726453244344	0.451293554258809	species
s__Halomonas hydrothermalis	29.5168904236978	-0.169654944477681	0.109649748183994	-1.54724426902465	0.121804354818609	0.451293554258809	species
k__unclassified-p__Acidobacteria	58.0692988283258	-0.150612787882313	0.0974002416104246	-1.54632868863637	0.122025206788761	0.854176447521327	kingdom
p__Acidobacteria	58.0807294087874	-0.150484699390809	0.0973377084217753	-1.54600618640766	0.122103073756431	0.819834923793179	phlyum
f__Gallionellaceae	37.3552866534915	-0.131183874330169	0.0848560095092824	-1.54595856072892	0.122114576090565	0.637822725919093	family
f__Enterobacteriaceae	5341.66787482991	-0.289047780111515	0.18705911610746	-1.54522156485261	0.122292679913401	0.637822725919093	family
s__Actinomyces sp. dk561	1.26791640873418	-0.306803957598161	0.198737802995471	-1.54376244968932	0.122645891215878	NA	species
s__Gallibacterium anatis	2.56766925858174	0.325101719515219	0.210652326621291	1.54330941760584	0.122755719711392	0.45332841143953	species
g__Nakaseomyces	16.0634910242128	0.199481921994021	0.129305630374103	1.54271644178901	0.122899590822076	0.668187361479983	genus
s__Mycobacterium kansasii	13.2863338865625	-0.410227391103333	0.266090747178767	-1.5416822849076	0.123150818858168	0.45332841143953	species
s__Aquimarina sp. AD10	7.34546897271377	-0.235066052517699	0.152493464360715	-1.54148280061147	0.123199325745693	0.45332841143953	species
c__Clostridia	497.421354379654	-0.176425606585353	0.114476838520009	-1.54114674082754	0.123281076261156	0.964253189703376	class
g__Draconibacterium	1.31709588336162	-0.27784982031522	0.180545004519315	-1.53895047417662	0.123816387475761	0.668187361479983	genus
f__Prolixibacteraceae	1.33308969749274	-0.277905346936899	0.1806013569155	-1.53877773502513	0.123858567212962	0.637822725919093	family
f__Segniliparaceae	1.99143091154191	0.266175428817442	0.172991240992654	1.53866419646498	0.123886297357144	0.637822725919093	family
s__Draconibacterium orientale	1.3103683405853	-0.277431251988685	0.180617168724167	-1.53601816454321	0.124533925385508	NA	species
g__Phycicoccus	1.42342434845522	-0.308349408953627	0.200750158730549	-1.53598587868366	0.124541843767505	0.668187361479983	genus
s__Alphapapillomavirus 12	1.2213750209992	0.285396936453104	0.185925958720903	1.53500317231936	0.12478304880379	NA	species
g__Spirochaeta	7.61802095150904	0.161635722309183	0.105358770313122	1.53414586966807	0.124993770906554	0.668187361479983	genus
f__Dermabacteraceae	15.0355993310773	-0.173886493359394	0.113380873877771	-1.53364926034042	0.125115962646171	0.637822725919093	family
s__Plasmodium vivax	20381.8664956016	-0.153229063494091	0.100015759260078	-1.5320491953237	0.125510295341173	0.459762508914634	species
g__Methylovulum	1.31703961274962	-0.299627666238953	0.195608643614376	-1.53177109509353	0.125578931253022	0.668187361479983	genus
s__Phycicoccus dokdonensis	1.41447557362715	-0.307052488486656	0.200587441431697	-1.53076626480234	0.125827169947393	0.459762508914634	species
s__Methylovulum psychrotolerans	1.31023197851104	-0.298992546964326	0.195471564739527	-1.52959611983842	0.12611673049023	NA	species
s__[Candida] glabrata	16.003370757515	0.198647547042041	0.129884572518042	1.52941602833121	0.126161341439533	0.459762508914634	species
s__Roseburia hominis	2.56856411113863	-0.328411469712279	0.214773628507295	-1.52910518854099	0.126238369307955	0.459762508914634	species
s__Stenotrophomonas sp. ASS1	3.16400051700802	-0.384234273858505	0.251372712435348	-1.52854408951539	0.126377505559868	0.459762508914634	species
g__Plasmodium	20995.1626686671	-0.148281361711378	0.0971646400369383	-1.52608357994232	0.126989050815312	0.671807938656022	genus
s__Microbacterium wangchenii	1.23581871051259	-0.285055696986113	0.186816359774462	-1.52586046174036	0.127044619233996	NA	species
s__Streptomyces sp. Tue 6075	3.96344601138713	-0.299708053651015	0.196566616075636	-1.52471492685051	0.127330216998855	0.462182819264468	species
o__Lactobacillales	625.818178296665	-0.143393212476631	0.0941974322435939	-1.52226243392514	0.127943336833447	0.891888638424037	order
s__Corynebacterium vitaeruminis	1.32174654540619	-0.292715060712329	0.192351393018971	-1.52177250249214	0.128066093677654	NA	species
c__unclassified-s__Candidatus Gracilibacteria bacterium HOT-871	1.34020498754956	0.242856131205974	0.159963596146052	1.51819624625242	0.128964933536087	0.964253189703376	class
g__Aureimonas	1.53796058471671	-0.256326283366332	0.168910536752066	-1.51752690089771	0.129133706929137	0.671807938656022	genus
s__Roseomonas gilardii	1.65997035610686	-0.361664120019757	0.238390392553993	-1.51710862231096	0.12923926167622	0.468055704449012	species
f__Rubrobacteraceae	5.32047882616207	-0.179298788158151	0.118203499789386	-1.51686530836755	0.129300694020837	0.637822725919093	family
s__Agrococcus carbonis	1.50836413896	0.278833468995745	0.183962682805027	1.5157066897707	0.129593535317952	0.468074684278763	species
s__Tenacibaculum dicentrarchi	789.385559288985	-0.310371948056577	0.20490939168276	-1.51467897839009	0.129853720519373	0.468074684278763	species
g__Saccharophagus	2.59284509879366	-0.220562528824791	0.145679570254763	-1.51402511991951	0.130019468513666	0.671807938656022	genus
f__Adenoviridae	119.236355035912	-0.212275924491095	0.140271392379456	-1.51332300114948	0.130197632904999	0.637822725919093	family
g__Castellaniella	1.31023071464286	-0.288246727021369	0.190476148570705	-1.51329564979298	0.130204577212197	0.671807938656022	genus
g__Rubrobacter	5.25572114125488	-0.178768308624499	0.118172753740927	-1.51277094732358	0.130337850945444	0.671807938656022	genus
s__Roseomonas mucosa	1.39910027969839	-0.309063706590827	0.204306096766138	-1.51274832950581	0.13034359822015	0.468074684278763	species
s__Streptomyces scabiei	1.63448046650251	0.241710519874297	0.159809503740057	1.51249152408018	0.130408867261745	0.468074684278763	species
s__Aureimonas sp. AU20	1.53105562662411	-0.255850521944484	0.169296626432059	-1.51125587872928	0.130723270496314	0.468158171398825	species
c__Chitinophagia	14.6466810637379	0.10627708229873	0.0703462188252673	1.51077178096397	0.130846606718972	0.964253189703376	class
s__Castellaniella defragrans	1.30201742217179	-0.287493100823122	0.190325529360441	-1.51053356735273	0.130907330821578	NA	species
s__Candidatus Gracilibacteria bacterium HOT-871	1.33325595906285	0.242556401282232	0.16062942108659	1.51003720016819	0.131033932229991	NA	species
o__Saccharomycetales	1231.4440445369	-0.153522996571743	0.101714187789993	-1.50935675649023	0.131207637713541	0.891888638424037	order
g__unclassified-s__Candidatus Gracilibacteria bacterium HOT-871	1.34013363572321	0.242101135109572	0.160440325771972	1.50897932888557	0.131304065397556	0.671807938656022	genus
s__Nitrosospira briensis	5.49046029931147	0.316854675660942	0.210040639219843	1.50853985608614	0.131416414019081	0.469594652761516	species
f__unclassified-s__Candidatus Gracilibacteria bacterium HOT-871	1.35468864463385	0.242015066284616	0.160438966678957	1.50845565322604	0.131437948486741	0.637822725919093	family
g__Saccharomyces	326.305791739171	-0.348225352356235	0.230945704742287	-1.50782346328901	0.131599715334508	0.671807938656022	genus
o__Haemosporida	21086.4250910134	-0.146282062135403	0.0971533914718665	-1.5056814787342	0.132148960783894	0.891888638424037	order
s__Clostridium sp. JN-1	6.07560621932488	0.223566914706138	0.14859270418802	1.50456185536034	0.132436759326791	0.472191372499955	species
s__Synechococcus sp. WH 8101	1.15546524772278	-0.284996164644936	0.189584364748892	-1.50326829442089	0.13276987259325	NA	species
s__Citrobacter portucalensis	1.29047571278368	0.252836956932048	0.168221691230106	1.50299854366699	0.132839419539656	NA	species
f__Alteromonadaceae	22.1968289643191	0.0708776993298831	0.0471577695414144	1.50299091791518	0.132841386015408	0.637822725919093	family
s__Saccharophagus degradans	2.58279100456703	-0.220217301129888	0.146602801968514	-1.50213569026589	0.133062069203343	0.473371255041982	species
g__Variibacter	1.32892402548605	-0.271865222086631	0.18100956030993	-1.50193847010696	0.133113000195272	0.671807938656022	genus
g__Xanthobacter	1.87486847158233	-0.273449937438192	0.182156710482702	-1.50117959812499	0.13330911534934	0.671807938656022	genus
g__Acidihalobacter	2.25914540668692	-0.200093822954588	0.133400684776785	-1.49994599570009	0.133628392118484	0.671807938656022	genus
f__Plasmodiidae	21232.9466346559	-0.145843980143664	0.0972451214753941	-1.49975626469413	0.133677550101446	0.637822725919093	family
g__Jeongeupia	1.87520935089335	-0.272632325397597	0.181788563170478	-1.49972209825943	0.133686403873259	0.671807938656022	genus
s__Variibacter gotjawalensis	1.32191659768769	-0.271454581563092	0.18103348421464	-1.49947167365593	0.133751311889416	NA	species
f__Salicaceae	355.485201026065	-0.0823857874414461	0.0549495624479835	-1.49929833416662	0.133796254348814	0.637822725919093	family
o__Cellvibrionales	23.0576756810252	-0.124830499404947	0.0832629203914591	-1.49923277754442	0.133813254534631	0.891888638424037	order
o__unclassified-s__Candidatus Gracilibacteria bacterium HOT-871	1.3458461034284	0.241214670327585	0.161041564586195	1.49784107567136	0.134174545970413	0.891888638424037	order
s__Maribius sp. THAF1	1.24707292584625	0.245507288117024	0.163976948209046	1.49720610609266	0.134339637047802	NA	species
g__Maribius	1.25307489410755	0.245103270915496	0.16387986568799	1.49562772636235	0.134750693720642	0.673753468603211	genus
f__Spiroplasmataceae	78.033866160428	-0.152834461619925	0.102242392000896	-1.49482478479754	0.134960176145106	0.637822725919093	family
s__Ehrlichia ruminantium	1.52206166747601	-0.245867306943166	0.164497265178028	-1.49465893355172	0.135003477040475	0.478021109115788	species
s__Jeongeupia sp. USM3	1.86409878178694	-0.271861896545497	0.181932451523017	-1.49430128748143	0.135096888788622	0.478021109115788	species
f__Mycobacteriaceae	312.955377152108	0.0866141452898154	0.0579700379896088	1.49411917420757	0.135144473209701	0.637822725919093	family
s__Xanthobacter autotrophicus	1.86415025663925	-0.272111367036082	0.182305165682878	-1.49261468273161	0.13553807771134	0.478021109115788	species
s__Melaminivora sp. SC2-9	30.2153640378812	0.44491308284447	0.298125097631437	1.4923704390514	0.135602060111277	0.478021109115788	species
s__Mogibacterium diversum	1.29070097376772	-0.271880073424337	0.182257554680505	-1.49173554918444	0.135768485841523	NA	species
s__Vitreoscilla filiformis	1.44783197302801	-0.250670397078839	0.168197517149337	-1.49033351578119	0.136136564128447	0.478021109115788	species
s__Planctomycetes bacterium Pan161	2.5224883672586	0.232686469618143	0.156224784342354	1.48943377068922	0.13637318130477	0.478021109115788	species
g__Paraoerskovia	1.63831319551479	0.23054783724558	0.15488371551322	1.48852212436692	0.136613251926137	0.675110224434321	genus
s__Shewanella algae	4.8811980895286	0.396727562391178	0.266636542245664	1.48789644153747	0.136778206283357	0.478021109115788	species
g__unclassified-s__Planctomycetes bacterium Pan161	2.53363487416368	0.231569304652479	0.155680766216013	1.48746251885199	0.136892695416694	0.675110224434321	genus
s__Enterobacter cloacae	36.5982980921974	-0.488088194719366	0.328189996862335	-1.48721228369463	0.136958752778519	0.478021109115788	species
s__Paraoerskovia marina	1.63124002013599	0.230998679001001	0.155357232944298	1.48688718653881	0.137044609018892	0.478021109115788	species
g__Spiroplasma	77.2232176530674	-0.152300001505604	0.10243212935663	-1.48683818702385	0.137057553101239	0.675110224434321	genus
f__Chitinophagaceae	14.8125565379193	0.104918279672859	0.0706169354316424	1.48573821607453	0.137348378024548	0.637822725919093	family
c__Saccharomycetes	1227.71968258133	-0.151852520528631	0.102251270736211	-1.48509176888746	0.137519516208382	0.964253189703376	class
s__Chlamydia felis	46.9567315972782	0.147989831565593	0.0996550564452948	1.48502079918876	0.137538314492048	0.47805972277956	species
s__Fusobacterium varium	1.36751769194015	-0.268973936007073	0.181176245536107	-1.48459824416368	0.13765028087496	0.47805972277956	species
o__Chitinophagales	14.7131845370614	0.104709576090905	0.0705992404305534	1.48315442846591	0.138033385812191	0.891888638424037	order
g__Betabaculovirus	4.2057644745208	-0.179259490793804	0.120885913970559	-1.48288154430847	0.138105885688117	0.675513922105498	genus
c__unclassified-s__Planctomycetes bacterium Pan161	2.52967407549439	0.229682533039426	0.154992422006158	1.48189524408039	0.138368170719767	0.964253189703376	class
s__Citrobacter sp. NMI7904_11	1.26157201457783	-0.276295745159427	0.186583925426099	-1.48081215746991	0.138656635941149	NA	species
s__Sinorhizobium sp. CCBAU 05631	1.35885194272321	0.240078123786633	0.162136516249347	1.48071593827402	0.138682284988852	NA	species
g__Thermomonospora	1.46322393128064	-0.261375687673057	0.176558228579268	-1.48039369094434	0.13876821273038	0.675513922105498	genus
s__Sterolibacteriaceae bacterium M52	1.08384819401366	0.258651120662788	0.174764795035387	1.47999555980605	0.138874431627815	NA	species
o__Zingiberales	415.455161999634	-0.124718270250243	0.0843022220477973	-1.47941853987586	0.139028488062481	0.891888638424037	order
f__Bathycoccaceae	35.5717272547964	0.154455790206725	0.104462643456137	1.47857439843153	0.139254099332324	0.637822725919093	family
s__Alistipes sp. dk3624	1.18151665018879	0.274364187902519	0.185619180912124	1.47810256760269	0.13938032695812	NA	species
s__Thermomonospora curvata	1.45638179934711	-0.261086369235312	0.176704764674569	-1.47752874528396	0.139533958769642	0.483557339874105	species
g__unclassified-s__Sterolibacteriaceae bacterium M52	1.08937443538766	0.258256017667516	0.174829719587136	1.47718602007366	0.139625780154863	NA	genus
f__unclassified-s__Planctomycetes bacterium Pan161	2.55767028189513	0.228958824699667	0.155168496235797	1.47554967827836	0.140064822638743	0.637822725919093	family
g__Melaminivora	30.5094108191355	0.440209952088301	0.298387744101408	1.47529501727354	0.140133245456793	0.675513922105498	genus
o__unclassified-s__Planctomycetes bacterium Pan161	2.53931918563327	0.228510646222406	0.155009572331921	1.47417119333183	0.140435503840249	0.891888638424037	order
g__Synechocystis	1.24698509465474	-0.270847076273157	0.183952680594695	-1.47237363107481	0.140920009798508	0.675513922105498	genus
f__Merismopediaceae	1.26053512546463	-0.270796048383343	0.184036008558246	-1.4714296973988	0.141174947024248	0.637822725919093	family
s__Synechocystis sp. PCC 6714	1.24136186805894	-0.270492415349024	0.183953731152185	-1.47043723253021	0.14144337367122	NA	species
f__Musaceae	418.24382763878	-0.12397145198459	0.0843405906908677	-1.4698907248466	0.141591352019384	0.637822725919093	family
s__Carboxydothermus hydrogenoformans	1.16135664017902	0.248895704958603	0.169372223623776	1.46951902521792	0.141692065385455	NA	species
g__Tardiphaga	1.28979317746677	-0.28272067437718	0.192412946256604	-1.46934330499851	0.141739696572757	0.675513922105498	genus
s__Kocuria flava	1.35616873421696	0.244081237827575	0.166116003012417	1.46934210672845	0.141740021421228	NA	species
